property,prefix,Context,Question,Correct Answer,negative_sample_type,raw_yes_logprob,raw_no_logprob,base_yes_logprob,base_no_logprob,adjusted_yes_logprob,adjusted_no_logprob,predicted_answer,is_correct
is made from grapes,a bus,'',Is a bus made from grapes?,No,random,-3.3608365058898926,-3.115244150161743,-8.30986499786377,-6.029493808746338,4.949028491973877,2.9142496585845947,Yes,False
is made from sugarcane,a swing,'',Is a swing made from sugarcane?,No,random,-4.303304195404053,-4.188999652862549,-8.30986499786377,-6.029493808746338,4.006560802459717,1.840494155883789,Yes,False
is made in a mill,a soup,'',Is a soup made in a mill?,No,random,-4.901771545410156,-3.903531312942505,-8.30986499786377,-6.029493808746338,3.4080934524536133,2.125962495803833,Yes,False
is made of alcohol,brandy,'',Is brandy made of alcohol?,Yes,random,-3.938032388687134,-4.332000732421875,-8.30986499786377,-6.029493808746338,4.371832609176636,1.697493076324463,Yes,True
is made of alcohol,a moose,'',Is a moose made of alcohol?,No,random,-4.020540237426758,-2.646494150161743,-8.30986499786377,-6.029493808746338,4.289324760437012,3.3829996585845947,Yes,False
is made of blood vessels,a heart,'',Is a heart made of blood vessels?,Yes,random,-3.497753858566284,-3.132143497467041,-8.30986499786377,-6.029493808746338,4.812111139297485,2.897350311279297,Yes,True
is made of calcium carbonate,a scallop,'',Is a scallop made of calcium carbonate?,Yes,random,-3.649070978164673,-4.441626071929932,-8.30986499786377,-6.029493808746338,4.660794019699097,1.5878677368164062,Yes,True
is made of churned milk,butter,'',Is butter made of churned milk?,Yes,random,-3.751499652862549,-4.015705108642578,-8.30986499786377,-6.029493808746338,4.558365345001221,2.0137887001037598,Yes,True
is made of connective tissue,a thumb,'',Is a thumb made of connective tissue?,Yes,random,-3.672913074493408,-3.311840295791626,-8.30986499786377,-6.029493808746338,4.636951923370361,2.717653512954712,Yes,True
is made of elastic,a belt,'',Is a belt made of elastic?,Yes,random,-4.211958408355713,-4.595249652862549,-8.30986499786377,-6.029493808746338,4.097906589508057,1.434244155883789,Yes,True
is made of elastic,a spoon,'',Is a spoon made of elastic?,No,random,-4.147899627685547,-3.402296781539917,-8.30986499786377,-6.029493808746338,4.161965370178223,2.627197027206421,Yes,False
is made of fermented grain,a caterpillar,'',Is a caterpillar made of fermented grain?,No,random,-4.483965873718262,-3.381875514984131,-8.30986499786377,-6.029493808746338,3.825899124145508,2.647618293762207,Yes,False
is made of fermented milk,yoghurt,'',Is yoghurt made of fermented milk?,Yes,random,-3.6225411891937256,-4.994357585906982,-8.30986499786377,-6.029493808746338,4.687323808670044,1.0351362228393555,Yes,True
is made of fibres,a heart,'',Is a heart made of fibres?,Yes,random,-3.9463043212890625,-3.824897289276123,-8.30986499786377,-6.029493808746338,4.363560676574707,2.204596519470215,Yes,True
is made of flesh,a barrel,'',Is a barrel made of flesh?,No,random,-4.618284702301025,-3.8718223571777344,-8.30986499786377,-6.029493808746338,3.691580295562744,2.1576714515686035,Yes,False
is made of fruit and sugar,jelly,'',Is jelly made of fruit and sugar?,Yes,random,-3.945504665374756,-4.205845832824707,-8.30986499786377,-6.029493808746338,4.364360332489014,1.8236479759216309,Yes,True
is made of fruit and sugar,a wolf,'',Is a wolf made of fruit and sugar?,No,random,-4.2318501472473145,-3.365244150161743,-8.30986499786377,-6.029493808746338,4.078014850616455,2.6642496585845947,Yes,False
is made of grapes,wine,'',Is wine made of grapes?,Yes,random,-3.190808057785034,-3.5713043212890625,-8.30986499786377,-6.029493808746338,5.119056940078735,2.4581894874572754,Yes,True
is made of grapes,a shovel,'',Is a shovel made of grapes?,No,random,-4.148877143859863,-2.4021716117858887,-8.30986499786377,-6.029493808746338,4.160987854003906,3.627322196960449,Yes,False
is made of ground grain,flour,'',Is flour made of ground grain?,Yes,random,-4.095249652862549,-4.860836505889893,-8.30986499786377,-6.029493808746338,4.214615345001221,1.1686573028564453,Yes,True
is made of iron,a dice,'',Is a dice made of iron?,No,random,-4.04918909072876,-3.6807847023010254,-8.30986499786377,-6.029493808746338,4.26067590713501,2.3487091064453125,Yes,False
is made of juniper berries,gin,'',Is gin made of juniper berries?,Yes,random,-4.229458332061768,-4.487490653991699,-8.30986499786377,-6.029493808746338,4.080406665802002,1.5420031547546387,Yes,True
is made of keratin,a dishwasher,'',Is a dishwasher made of keratin?,No,random,-4.125532150268555,-3.9038543701171875,-8.30986499786377,-6.029493808746338,4.184332847595215,2.1256394386291504,Yes,False
is made of malt,whiskey,'',Is whiskey made of malt?,Yes,random,-4.13633394241333,-4.642519474029541,-8.30986499786377,-6.029493808746338,4.1735310554504395,1.3869743347167969,Yes,True
is made of minerals,radish,'',Is radish made of minerals?,No,random,-3.843090295791626,-3.7234976291656494,-8.30986499786377,-6.029493808746338,4.4667747020721436,2.3059961795806885,Yes,False
is made of muscles,an arm,'',Is an arm made of muscles?,Yes,random,-3.197103261947632,-2.448432207107544,-8.30986499786377,-6.029493808746338,5.112761735916138,3.581061601638794,Yes,True
is made of muscles,a club,'',Is a club made of muscles?,No,random,-3.6473634243011475,-3.1501338481903076,-8.30986499786377,-6.029493808746338,4.662501573562622,2.8793599605560303,Yes,False
is made of neoprene,a wetsuit,'',Is a wetsuit made of neoprene?,Yes,random,-3.344282388687134,-4.232662677764893,-8.30986499786377,-6.029493808746338,4.965582609176636,1.7968311309814453,Yes,True
is made of neoprene,butter,'',Is butter made of neoprene?,No,random,-4.782749652862549,-4.041958332061768,-8.30986499786377,-6.029493808746338,3.5271153450012207,1.9875354766845703,Yes,False
is made of sheer fabric,a veil,'',Is a veil made of sheer fabric?,Yes,random,-3.820504665374756,-3.5804390907287598,-8.30986499786377,-6.029493808746338,4.489360332489014,2.449054718017578,Yes,True
is made of small parts,a chandelier,'',Is a chandelier made of small parts?,Yes,random,-3.2841696739196777,-3.6652634143829346,-8.30986499786377,-6.029493808746338,5.025695323944092,2.3642303943634033,Yes,True
is made of stretchy material,a leotard,'',Is a leotard made of stretchy material?,Yes,random,-4.274458408355713,-4.6538543701171875,-8.30986499786377,-6.029493808746338,4.035406589508057,1.3756394386291504,Yes,True
is made of tissue,a buggy,'',Is a buggy made of tissue?,No,random,-4.643345832824707,-3.631875514984131,-8.30986499786377,-6.029493808746338,3.6665191650390625,2.397618293762207,Yes,False
is made of two slices of bread,a sandwich,'',Is a sandwich made of two slices of bread?,Yes,random,-3.3973634243011475,-3.150850534439087,-8.30986499786377,-6.029493808746338,4.912501573562622,2.878643274307251,Yes,True
is made using flour,bread,'',Is bread made using flour?,Yes,random,-3.515211582183838,-4.2788543701171875,-8.30986499786377,-6.029493808746338,4.794653415679932,1.7506394386291504,Yes,True
is made with jelly mix,pumpkin,'',Is pumpkin made with jelly mix?,No,random,-3.659463405609131,-5.007617950439453,-8.30986499786377,-6.029493808746338,4.650401592254639,1.0218758583068848,Yes,False
is manmade,a jacket,'',Is a jacket manmade?,Yes,random,-3.9925637245178223,-4.132617950439453,-8.30986499786377,-6.029493808746338,4.317301273345947,1.8968758583068848,Yes,True
is manned by a crew,a ship,'',Is a ship manned by a crew?,Yes,random,-3.8948535919189453,-3.9001338481903076,-8.30986499786377,-6.029493808746338,4.415011405944824,2.1293599605560303,Yes,True
is modern,a blender,'',Is a blender modern?,Yes,random,-3.820117712020874,-4.457000732421875,-8.30986499786377,-6.029493808746338,4.4897472858428955,1.572493076324463,Yes,True
is moveable,a lorry,'',Is a lorry moveable?,Yes,random,-3.843090295791626,-4.211377143859863,-8.30986499786377,-6.029493808746338,4.4667747020721436,1.8181166648864746,Yes,True
is not flammable,a tambourine,'',Is a tambourine not flammable?,No,random,-4.400503158569336,-3.9017715454101562,-8.30986499786377,-6.029493808746338,3.9093618392944336,2.1277222633361816,Yes,False
is often eaten for breakfast,a heart,'',Is a heart often eaten for breakfast?,No,random,-4.765705108642578,-3.7717928886413574,-8.30986499786377,-6.029493808746338,3.5441598892211914,2.2577009201049805,Yes,False
is often eaten with cream,earmuffs,'',Is earmuffs often eaten with cream?,No,random,-4.505748748779297,-4.138653755187988,-8.30986499786377,-6.029493808746338,3.8041162490844727,1.8908400535583496,Yes,False
is often sold by kids,lemonade,'',Is lemonade often sold by kids?,Yes,random,-4.0288543701171875,-4.041958332061768,-8.30986499786377,-6.029493808746338,4.281010627746582,1.9875354766845703,Yes,True
is on Christmas cards,a robin,'',Is a robin on christmas cards?,Yes,random,-4.351367950439453,-4.2476043701171875,-8.30986499786377,-6.029493808746338,3.9584970474243164,1.7818894386291504,Yes,True
is on the foot,kiwi,'',Is kiwi on the foot?,No,random,-4.888653755187988,-4.515705108642578,-8.30986499786377,-6.029493808746338,3.4212112426757812,1.5137887001037598,Yes,False
is operated by humans,an oil tanker,'',Is an oil tanker operated by humans?,Yes,random,-3.895540237426758,-3.399740695953369,-8.30986499786377,-6.029493808746338,4.414324760437012,2.6297531127929688,Yes,True
is operated by humans,a sink,'',Is a sink operated by humans?,No,random,-3.400503158569336,-3.278531312942505,-8.30986499786377,-6.029493808746338,4.909361839294434,2.750962495803833,Yes,False
is operated by sailors,a boat,'',Is a boat operated by sailors?,Yes,random,-3.8137402534484863,-3.694375514984131,-8.30986499786377,-6.029493808746338,4.496124744415283,2.335118293762207,Yes,True
is operated by sailors,a swimsuit,'',Is a swimsuit operated by sailors?,No,random,-5.235836505889893,-4.241385459899902,-8.30986499786377,-6.029493808746338,3.074028491973877,1.7881083488464355,Yes,False
is ornamental,a typewriter,'',Is a typewriter ornamental?,No,random,-3.3228089809417725,-2.8252761363983154,-8.30986499786377,-6.029493808746338,4.987056016921997,3.2042176723480225,Yes,False
is part of a suit,a jacket,'',Is a jacket part of a suit?,Yes,random,-4.1350626945495605,-4.382275581359863,-8.30986499786377,-6.029493808746338,4.174802303314209,1.6472182273864746,Yes,True
is part of the circulatory system,a dog,'',Is a dog part of the circulatory system?,No,random,-3.5912911891937256,-4.461958408355713,-8.30986499786377,-6.029493808746338,4.718573808670044,1.567535400390625,Yes,False
is peaty,a belt,'',Is a belt peaty?,No,random,-5.205845832824707,-4.709863185882568,-8.30986499786377,-6.029493808746338,3.1040191650390625,1.3196306228637695,Yes,False
is perishable,cabbage,'',Is cabbage perishable?,Yes,random,-3.876499652862549,-3.890705108642578,-8.30986499786377,-6.029493808746338,4.433365345001221,2.1387887001037598,Yes,True
is perishable,a salmon,'',Is a salmon perishable?,No,random,-3.4975411891937256,-3.6451661586761475,-8.30986499786377,-6.029493808746338,4.812323808670044,2.3843276500701904,Yes,False
is pickled,cucumber,'',Is cucumber pickled?,Yes,random,-3.976754665374756,-5.108965873718262,-8.30986499786377,-6.029493808746338,4.333110332489014,0.9205279350280762,Yes,True
is pickled,a ferry,'',Is a ferry pickled?,No,random,-5.164254665374756,-4.547430038452148,-8.30986499786377,-6.029493808746338,3.1456103324890137,1.4820637702941895,Yes,False
is pink when cooked,a prawn,'',Is a prawn pink when cooked?,Yes,random,-3.940713405609131,-4.818248748779297,-8.30986499786377,-6.029493808746338,4.369151592254639,1.211245059967041,Yes,True
is pink when cooked,a sardine,'',Is a sardine pink when cooked?,No,random,-4.473699569702148,-4.733965873718262,-8.30986499786377,-6.029493808746338,3.836165428161621,1.2955279350280762,Yes,False
is planted,a tulip,'',Is a tulip planted?,Yes,random,-3.7027158737182617,-4.084863185882568,-8.30986499786377,-6.029493808746338,4.607149124145508,1.9446306228637695,Yes,True
is played by a saxophonist,a saxophone,'',Is a saxophone played by a saxophonist?,Yes,random,-3.5372695922851562,-3.6652634143829346,-8.30986499786377,-6.029493808746338,4.772595405578613,2.3642303943634033,Yes,True
is played by a violinist,flour,'',Is flour played by a violinist?,No,random,-4.774740695953369,-4.152296543121338,-8.30986499786377,-6.029493808746338,3.5351243019104004,1.877197265625,Yes,False
is played by an organist,a robe,'',Is a robe played by an organist?,No,random,-4.397363185882568,-4.4001336097717285,-8.30986499786377,-6.029493808746338,3.912501811981201,1.6293601989746094,Yes,False
is played by cellists,a cello,'',Is a cello played by cellists?,Yes,random,-3.869762897491455,-3.8779196739196777,-8.30986499786377,-6.029493808746338,4.4401021003723145,2.15157413482666,Yes,True
is played by cellists,a peeler,'',Is a peeler played by cellists?,No,random,-3.7588043212890625,-3.7603089809417725,-8.30986499786377,-6.029493808746338,4.551060676574707,2.2691848278045654,Yes,False
is played by music bands,grape,'',Is grape played by music bands?,No,random,-4.295162677764893,-4.686122894287109,-8.30986499786377,-6.029493808746338,4.014702320098877,1.3433709144592285,Yes,False
is played by musicians,a guitar,'',Is a guitar played by musicians?,Yes,random,-3.6904196739196777,-3.819375514984131,-8.30986499786377,-6.029493808746338,4.619445323944092,2.210118293762207,Yes,True
is played by people in kilts,a bagpipe,'',Is a bagpipe played by people in kilts?,Yes,random,-3.86249041557312,-3.365244150161743,-8.30986499786377,-6.029493808746338,4.447374582290649,2.6642496585845947,Yes,True
is played by pressing keys,a harpsichord,'',Is a harpsichord played by pressing keys?,Yes,random,-3.755716323852539,-3.010932207107544,-8.30986499786377,-6.029493808746338,4.5541486740112305,3.018561601638794,Yes,True
is played in brass bands,a tuba,'',Is a tuba played in brass bands?,Yes,random,-3.596963405609131,-4.095249652862549,-8.30986499786377,-6.029493808746338,4.712901592254639,1.934244155883789,Yes,True
is played sitting down,a piano,'',Is a piano played sitting down?,Yes,random,-3.588512897491455,-3.4699902534484863,-8.30986499786377,-6.029493808746338,4.7213521003723145,2.5595035552978516,Yes,True
is played with,a ball,'',Is a ball played with?,Yes,random,-5.137529373168945,-5.144853591918945,-8.30986499786377,-6.029493808746338,3.172335624694824,0.8846402168273926,Yes,True
is played with a bow,sugar,'',Is sugar played with a bow?,No,random,-4.964796543121338,-4.466631889343262,-8.30986499786377,-6.029493808746338,3.3450684547424316,1.5628619194030762,Yes,False
is played with a pick,a guitar,'',Is a guitar played with a pick?,Yes,random,-4.2163543701171875,-4.226754665374756,-8.30986499786377,-6.029493808746338,4.093510627746582,1.802739143371582,Yes,True
is played with hands,a frisbee,'',Is a frisbee played with hands?,Yes,random,-4.320117950439453,-4.086958408355713,-8.30986499786377,-6.029493808746338,3.9897470474243164,1.942535400390625,Yes,True
is played with hands,a deckchair,'',Is a deckchair played with hands?,No,random,-4.3291401863098145,-3.6963043212890625,-8.30986499786377,-6.029493808746338,3.980724811553955,2.3331894874572754,Yes,False
is popular in country music,a banjo,'',Is a banjo popular in country music?,Yes,random,-3.796110153198242,-5.063032150268555,-8.30986499786377,-6.029493808746338,4.513754844665527,0.9664616584777832,Yes,True
is pork,a rollerskate,'',Is a rollerskate pork?,No,random,-4.7318501472473145,-3.865244150161743,-8.30986499786377,-6.029493808746338,3.578014850616455,2.1642496585845947,Yes,False
is portable,a violin,'',Is a violin portable?,Yes,random,-3.553652048110962,-4.5601043701171875,-8.30986499786377,-6.029493808746338,4.756212949752808,1.4693894386291504,Yes,True
is powered by air,an owl,'',Is an owl powered by air?,No,random,-3.941904306411743,-2.947103261947632,-8.30986499786377,-6.029493808746338,4.367960691452026,3.082390546798706,Yes,False
is pressurised,a currant,'',Is a currant pressurised?,No,random,-4.482662677764893,-4.008004665374756,-8.30986499786377,-6.029493808746338,3.827202320098877,2.021489143371582,Yes,False
is preyed on by lions,a zebra,'',Is a zebra preyed on by lions?,Yes,random,-3.7983365058898926,-3.054893970489502,-8.30986499786377,-6.029493808746338,4.511528491973877,2.974599838256836,Yes,True
is preyed on by lions,ham,'',Is ham preyed on by lions?,No,random,-4.6501336097717285,-3.5127761363983154,-8.30986499786377,-6.029493808746338,3.659731388092041,2.5167176723480225,Yes,False
is prickly,pineapple,'',Is pineapple prickly?,Yes,random,-4.070504665374756,-4.827210903167725,-8.30986499786377,-6.029493808746338,4.239360332489014,1.2022829055786133,Yes,True
is produced by distilling wine,brandy,'',Is brandy produced by distilling wine?,Yes,random,-3.6656625270843506,-3.5552358627319336,-8.30986499786377,-6.029493808746338,4.644202470779419,2.4742579460144043,Yes,True
is produced by mammals,a car,'',Is a car produced by mammals?,No,random,-3.767519235610962,-3.024740695953369,-8.30986499786377,-6.029493808746338,4.542345762252808,3.0047531127929688,Yes,False
is professional clothing,blueberry,'',Is blueberry professional clothing?,No,random,-4.161890029907227,-5.524587154388428,-8.30986499786377,-6.029493808746338,4.147974967956543,0.5049066543579102,Yes,False
is protective,a cloak,'',Is a cloak protective?,Yes,random,-3.2631001472473145,-3.644123077392578,-8.30986499786377,-6.029493808746338,5.046764850616455,2.3853707313537598,Yes,True
is pulled back,a television,'',Is a television pulled back?,No,random,-4.177743911743164,-4.1822662353515625,-8.30986499786377,-6.029493808746338,4.1321210861206055,1.8472275733947754,Yes,False
is pulled by dogs,a kettle,'',Is a kettle pulled by dogs?,No,random,-4.709292888641357,-4.087240695953369,-8.30986499786377,-6.029493808746338,3.600572109222412,1.9422531127929688,Yes,False
is pulled by oxen,a plow,'',Is a plow pulled by oxen?,Yes,random,-4.144123077392578,-3.6488771438598633,-8.30986499786377,-6.029493808746338,4.165741920471191,2.3806166648864746,Yes,True
is purchased in sets,a plate,'',Is a plate purchased in sets?,Yes,random,-3.2548105716705322,-3.8988137245178223,-8.30986499786377,-6.029493808746338,5.055054426193237,2.1306800842285156,Yes,True
is pushed,a wheelbarrow,'',Is a wheelbarrow pushed?,Yes,random,-3.882899522781372,-3.5127761363983154,-8.30986499786377,-6.029493808746338,4.4269654750823975,2.5167176723480225,Yes,True
is pushed with feet,a penguin,'',Is a penguin pushed with feet?,No,random,-4.30074405670166,-3.806190252304077,-8.30986499786377,-6.029493808746338,4.009120941162109,2.2233035564422607,Yes,False
is put into bouquets,a carnation,'',Is a carnation put into bouquets?,Yes,random,-3.400850534439087,-3.528695821762085,-8.30986499786377,-6.029493808746338,4.909014463424683,2.500797986984253,Yes,True
is quick to cook,bacon,'',Is bacon quick to cook?,Yes,random,-3.925750970840454,-5.5466227531433105,-8.30986499786377,-6.029493808746338,4.384114027023315,0.48287105560302734,Yes,True
is quick to grow,a caravan,'',Is a caravan quick to grow?,No,random,-4.205845832824707,-4.459863185882568,-8.30986499786377,-6.029493808746338,4.1040191650390625,1.5696306228637695,Yes,False
is red when ripe,a bowl,'',Is a bowl red when ripe?,No,random,-3.913393497467041,-3.4173262119293213,-8.30986499786377,-6.029493808746338,4.3964715003967285,2.6121675968170166,Yes,False
is required for movement,a bone,'',Is a bone required for movement?,Yes,random,-3.33124041557312,-3.0851354598999023,-8.30986499786377,-6.029493808746338,4.978624582290649,2.9443583488464355,Yes,True
is required for movement,an oven,'',Is an oven required for movement?,No,random,-3.751499652862549,-3.0107080936431885,-8.30986499786377,-6.029493808746338,4.558365345001221,3.0187857151031494,Yes,False
is required for speaking,a tongue,'',Is a tongue required for speaking?,Yes,random,-4.428885459899902,-3.323432207107544,-8.30986499786377,-6.029493808746338,3.880979537963867,2.706061601638794,Yes,True
is reusable,a bag,'',Is a bag reusable?,Yes,random,-3.7889180183410645,-5.171110153198242,-8.30986499786377,-6.029493808746338,4.520946979522705,0.8583836555480957,Yes,True
is rhythmic,a fork,'',Is a fork rhythmic?,No,random,-3.464796781539917,-3.841031312942505,-8.30986499786377,-6.029493808746338,4.8450682163238525,2.188462495803833,Yes,False
is rigid,a bolt,'',Is a bolt rigid?,Yes,random,-3.982940435409546,-3.756875514984131,-8.30986499786377,-6.029493808746338,4.326924562454224,2.272618293762207,Yes,True
is ripe in autumn,a minnow,'',Is a minnow ripe in autumn?,No,random,-5.023403167724609,-3.9029715061187744,-8.30986499786377,-6.029493808746338,3.28646183013916,2.1265223026275635,Yes,False
is seasonal,an asparagus,'',Is an asparagus seasonal?,Yes,random,-3.4355413913726807,-4.3413543701171875,-8.30986499786377,-6.029493808746338,4.874323606491089,1.6881394386291504,Yes,True
is served with meat and potatoes,broccoli,'',Is broccoli served with meat and potatoes?,Yes,random,-4.203205108642578,-3.7247695922851562,-8.30986499786377,-6.029493808746338,4.106659889221191,2.3047242164611816,Yes,True
is served with tonic,a flute,'',Is a flute served with tonic?,No,random,-5.019853591918945,-4.2751336097717285,-8.30986499786377,-6.029493808746338,3.290011405944824,1.7543601989746094,Yes,False
is set free at weddings,a dove,'',Is a dove set free at weddings?,Yes,random,-4.953205108642578,-4.331623077392578,-8.30986499786377,-6.029493808746338,3.3566598892211914,1.6978707313537598,Yes,True
is set free at weddings,a fox,'',Is a fox set free at weddings?,No,random,-5.44883394241333,-4.206623077392578,-8.30986499786377,-6.029493808746338,2.8610310554504395,1.8228707313537598,Yes,False
is shaped like a box,a washing machine,'',Is a washing machine shaped like a box?,Yes,random,-3.894123077392578,-3.2728993892669678,-8.30986499786377,-6.029493808746338,4.415741920471191,2.75659441947937,Yes,True
is shaped like a bulb,turnip,'',Is turnip shaped like a bulb?,Yes,random,-4.289254665374756,-4.173336505889893,-8.30986499786377,-6.029493808746338,4.020610332489014,1.8561573028564453,Yes,True
is shaped like a bulb,a jellyfish,'',Is a jellyfish shaped like a bulb?,No,random,-4.854458332061768,-3.7234976291656494,-8.30986499786377,-6.029493808746338,3.455406665802002,2.3059961795806885,Yes,False
is shaped like a shell,jeans,'',Is jeans shaped like a shell?,No,random,-4.140705108642578,-3.9122695922851562,-8.30986499786377,-6.029493808746338,4.169159889221191,2.1172242164611816,Yes,False
is shaped like a tree,a dog,'',Is a dog shaped like a tree?,No,random,-4.333685874938965,-3.320399522781372,-8.30986499786377,-6.029493808746338,3.9761791229248047,2.709094285964966,Yes,False
is slimy,a trout,'',Is a trout slimy?,Yes,random,-3.4079296588897705,-3.163393497467041,-8.30986499786377,-6.029493808746338,4.901935338973999,2.866100311279297,Yes,True
is slow on land,a tortoise,'',Is a tortoise slow on land?,Yes,random,-2.9295177459716797,-3.1904196739196777,-8.30986499786377,-6.029493808746338,5.38034725189209,2.83907413482666,Yes,True
is slow on land,an apron,'',Is an apron slow on land?,No,random,-4.80787992477417,-3.5752761363983154,-8.30986499786377,-6.029493808746338,3.5019850730895996,2.4542176723480225,Yes,False
is slow on roads,butter,'',Is butter slow on roads?,No,random,-4.379126071929932,-4.507275581359863,-8.30986499786377,-6.029493808746338,3.930738925933838,1.5222182273864746,Yes,False
is smooth on the outside,tomato,'',Is tomato smooth on the outside?,Yes,random,-4.640705108642578,-4.773877143859863,-8.30986499786377,-6.029493808746338,3.6691598892211914,1.2556166648864746,Yes,True
is soft when ripe,a tugboat,'',Is a tugboat soft when ripe?,No,random,-4.963003158569336,-4.091350555419922,-8.30986499786377,-6.029493808746338,3.3468618392944336,1.938143253326416,Yes,False
is sold at ice cream vans,ice cream,'',Is ice cream sold at ice cream vans?,Yes,random,-3.7236998081207275,-3.9858365058898926,-8.30986499786377,-6.029493808746338,4.586165189743042,2.0436573028564453,Yes,True
is solidified,mango,'',Is mango solidified?,No,random,-4.735836505889893,-4.991385459899902,-8.30986499786377,-6.029493808746338,3.574028491973877,1.0381083488464355,Yes,False
is solitary,a rhino,'',Is a rhino solitary?,Yes,random,-3.763742446899414,-4.032749652862549,-8.30986499786377,-6.029493808746338,4.5461225509643555,1.996744155883789,Yes,True
is sparkling wine,champagne,'',Is champagne sparkling wine?,Yes,random,-3.680320978164673,-3.817028522491455,-8.30986499786377,-6.029493808746338,4.629544019699097,2.212465286254883,Yes,True
is sparkling wine,a beetle,'',Is a beetle sparkling wine?,No,random,-3.6068501472473145,-3.365244150161743,-8.30986499786377,-6.029493808746338,4.703014850616455,2.6642496585845947,Yes,False
is speckled,a locust,'',Is a locust speckled?,No,random,-3.5984976291656494,-2.854222059249878,-8.30986499786377,-6.029493808746338,4.71136736869812,3.17527174949646,Yes,False
is spherical in shape,a chestnut tree,'',Is a chestnut tree spherical in shape?,Yes,random,-3.895977258682251,-3.5329296588897705,-8.30986499786377,-6.029493808746338,4.4138877391815186,2.4965641498565674,Yes,True
is spiky,an artichoke,'',Is an artichoke spiky?,Yes,random,-3.5857677459716797,-4.076153755187988,-8.30986499786377,-6.029493808746338,4.72409725189209,1.9533400535583496,Yes,True
is steered,a houseboat,'',Is a houseboat steered?,Yes,random,-4.317449569702148,-4.580845832824707,-8.30986499786377,-6.029493808746338,3.992415428161621,1.4486479759216309,Yes,True
is sticky,jelly,'',Is jelly sticky?,Yes,random,-4.758711814880371,-5.392519474029541,-8.30986499786377,-6.029493808746338,3.5511531829833984,0.6369743347167969,Yes,True
is stood on,scissors,'',Is scissors stood on?,No,random,-4.862490653991699,-4.491385459899902,-8.30986499786377,-6.029493808746338,3.4473743438720703,1.5381083488464355,Yes,False
is stored in a barrel,beer,'',Is beer stored in a barrel?,Yes,random,-4.407749652862549,-5.166958332061768,-8.30986499786377,-6.029493808746338,3.9021153450012207,0.8625354766845703,Yes,True
is streamlined,a penguin,'',Is a penguin streamlined?,Yes,random,-3.7810873985290527,-3.6609976291656494,-8.30986499786377,-6.029493808746338,4.528777599334717,2.3684961795806885,Yes,True
is streamlined,gin,'',Is gin streamlined?,No,random,-3.6279196739196777,-4.147363185882568,-8.30986499786377,-6.029493808746338,4.681945323944092,1.8821306228637695,Yes,False
is struck,a gong,'',Is a gong struck?,Yes,random,-4.216880798339844,-3.3428666591644287,-8.30986499786377,-6.029493808746338,4.092984199523926,2.686627149581909,Yes,True
is sturdy,a raft,'',Is a raft sturdy?,Yes,random,-3.9858365058898926,-5.242393970489502,-8.30986499786377,-6.029493808746338,4.324028491973877,0.7870998382568359,Yes,True
is taut,a bow,'',Is a bow taut?,Yes,random,-4.616385459899902,-4.62037992477417,-8.30986499786377,-6.029493808746338,3.693479537963867,1.409113883972168,Yes,True
is taut,a jacket,'',Is a jacket taut?,No,random,-4.3291401863098145,-4.334863185882568,-8.30986499786377,-6.029493808746338,3.980724811553955,1.6946306228637695,Yes,False
is territorial,a leopard,'',Is a leopard territorial?,Yes,random,-3.1850411891937256,-4.317449569702148,-8.30986499786377,-6.029493808746338,5.124823808670044,1.7120442390441895,Yes,True
is territorial,milk,'',Is milk territorial?,No,random,-4.05787992477417,-4.559322357177734,-8.30986499786377,-6.029493808746338,4.2519850730896,1.4701714515686035,Yes,False
is the largest animal,a whale,'',Is a whale the largest animal?,Yes,random,-3.940713405609131,-3.7076661586761475,-8.30986499786377,-6.029493808746338,4.369151592254639,2.3218276500701904,Yes,True
is the leg of a pig,a rhino,'',Is a rhino the leg of a pig?,No,random,-4.612490653991699,-3.381875514984131,-8.30986499786377,-6.029493808746338,3.6973743438720703,2.647618293762207,Yes,False
is the size of one's fist,a refrigerator,'',Is a refrigerator the size of one's fist?,No,random,-4.459292888641357,-3.9777634143829346,-8.30986499786377,-6.029493808746338,3.850572109222412,2.0517303943634033,Yes,False
is thought to be cunning,a jellyfish,'',Is a jellyfish thought to be cunning?,No,random,-4.426452159881592,-3.8213043212890625,-8.30986499786377,-6.029493808746338,3.8834128379821777,2.2081894874572754,Yes,False
is thrown,a wolf,'',Is a wolf thrown?,No,random,-4.958040237426758,-3.8535380363464355,-8.30986499786377,-6.029493808746338,3.3518247604370117,2.1759557723999023,Yes,False
is thrust,a spear,'',Is a spear thrust?,Yes,random,-4.997195243835449,-3.982699155807495,-8.30986499786377,-6.029493808746338,3.3126697540283203,2.0467946529388428,Yes,True
is tightened,tights,'',Is tights tightened?,No,random,-4.335399627685547,-3.839796781539917,-8.30986499786377,-6.029493808746338,3.9744653701782227,2.189697027206421,Yes,False
is tropical,a cat,'',Is a cat tropical?,No,random,-4.389710903167725,-3.5223634243011475,-8.30986499786377,-6.029493808746338,3.920154094696045,2.5071303844451904,Yes,False
is underwear,a nut,'',Is a nut underwear?,No,random,-5.289254665374756,-4.2943501472473145,-8.30986499786377,-6.029493808746338,3.0206103324890137,1.7351436614990234,Yes,False
is upright,a buttercup,'',Is a buttercup upright?,No,random,-4.086822032928467,-3.4494683742523193,-8.30986499786377,-6.029493808746338,4.223042964935303,2.5800254344940186,Yes,False
