property,prefix,Context,Question,Correct Answer,negative_sample_type,yes_logprob,no_logprob,predicted_answer,is_correct
is modern,a blender,'',Is a blender modern?,Yes,random,-4.647899627685547,-4.84220027923584,Yes,True
is moveable,a lorry,'',Is a lorry moveable?,Yes,random,-3.6549649238586426,-3.9059250354766846,Yes,True
is not flammable,a tambourine,'',Is a tambourine not flammable?,No,random,-7.154600143432617,-5.030832767486572,No,True
is often eaten for breakfast,a heart,'',Is a heart often eaten for breakfast?,No,random,-6.150850296020508,-3.264575958251953,No,True
is often eaten with cream,earmuffs,'',Is earmuffs often eaten with cream?,No,random,-5.525503158569336,-3.920485496520996,No,True
is often sold by kids,lemonade,'',Is lemonade often sold by kids?,Yes,random,-3.774458646774292,-5.054893970489502,Yes,True
is on Christmas cards,a robin,'',Is a robin on christmas cards?,Yes,random,-4.563032150268555,-5.826412677764893,Yes,True
is on the foot,kiwi,'',Is kiwi on the foot?,No,random,-4.021185874938965,-4.1527605056762695,Yes,False
is operated by humans,an oil tanker,'',Is an oil tanker operated by humans?,Yes,random,-3.502105712890625,-2.762948513031006,No,False
is operated by humans,a sink,'',Is a sink operated by humans?,No,random,-4.059117794036865,-3.514988660812378,No,True
is operated by sailors,a boat,'',Is a boat operated by sailors?,Yes,random,-3.572467088699341,-4.15504264831543,Yes,True
is operated by sailors,a swimsuit,'',Is a swimsuit operated by sailors?,No,random,-5.9652605056762695,-2.5463945865631104,No,True
is ornamental,a typewriter,'',Is a typewriter ornamental?,No,random,-2.7944376468658447,-4.28036642074585,Yes,False
is part of a suit,a jacket,'',Is a jacket part of a suit?,Yes,random,-4.586377143859863,-5.341631889343262,Yes,True
is part of the circulatory system,a dog,'',Is a dog part of the circulatory system?,No,random,-5.056857585906982,-3.583040237426758,No,True
is peaty,a belt,'',Is a belt peaty?,No,random,-4.1238298416137695,-3.3901875019073486,No,True
is perishable,cabbage,'',Is cabbage perishable?,Yes,random,-3.2619407176971436,-4.275503158569336,Yes,True
is perishable,a salmon,'',Is a salmon perishable?,No,random,-3.9747695922851562,-4.341196060180664,Yes,False
is pickled,cucumber,'',Is cucumber pickled?,Yes,random,-3.668935775756836,-4.436173915863037,Yes,True
is pickled,a ferry,'',Is a ferry pickled?,No,random,-4.749446868896484,-3.2341177463531494,No,True
is pink when cooked,a prawn,'',Is a prawn pink when cooked?,Yes,random,-8.23583698272705,-9.115243911743164,Yes,True
is pink when cooked,a sardine,'',Is a sardine pink when cooked?,No,random,-6.854458332061768,-7.115243911743164,Yes,False
is planted,a tulip,'',Is a tulip planted?,Yes,random,-3.9053666591644287,-3.4059250354766846,No,False
is played by a saxophonist,a saxophone,'',Is a saxophone played by a saxophonist?,Yes,random,-4.553885459899902,-3.7956488132476807,No,False
is played by a violinist,flour,'',Is flour played by a violinist?,No,random,-5.214796543121338,-2.4836761951446533,No,True
is played by an organist,a robe,'',Is a robe played by an organist?,No,random,-5.371399879455566,-3.6238298416137695,No,True
is played by cellists,a cello,'',Is a cello played by cellists?,Yes,random,-3.524740695953369,-4.030184268951416,Yes,True
is played by cellists,a peeler,'',Is a peeler played by cellists?,No,random,-5.5572662353515625,-3.8269362449645996,No,True
is played by music bands,grape,'',Is grape played by music bands?,No,random,-4.112490653991699,-5.99537992477417,Yes,False
is played by musicians,a guitar,'',Is a guitar played by musicians?,Yes,random,-3.6204726696014404,-4.398877143859863,Yes,True
is played by people in kilts,a bagpipe,'',Is a bagpipe played by people in kilts?,Yes,random,-5.085903167724609,-3.5923819541931152,No,False
is played by pressing keys,a harpsichord,'',Is a harpsichord played by pressing keys?,Yes,random,-5.6744160652160645,-4.022363185882568,No,False
is played in brass bands,a tuba,'',Is a tuba played in brass bands?,Yes,random,-4.41042947769165,-6.326153755187988,Yes,True
is played sitting down,a piano,'',Is a piano played sitting down?,Yes,random,-4.243284702301025,-4.310997486114502,Yes,True
is played with,a ball,'',Is a ball played with?,Yes,random,-3.7322237491607666,-3.671131134033203,No,False
is played with a bow,sugar,'',Is sugar played with a bow?,No,random,-5.368284702301025,-3.373497724533081,No,True
is played with a pick,a guitar,'',Is a guitar played with a pick?,Yes,random,-5.708685874938965,-6.088003158569336,Yes,True
is played with hands,a frisbee,'',Is a frisbee played with hands?,Yes,random,-4.370921611785889,-2.748674154281616,No,False
is played with hands,a deckchair,'',Is a deckchair played with hands?,No,random,-4.964542388916016,-2.967970371246338,No,True
is popular in country music,a banjo,'',Is a banjo popular in country music?,Yes,random,-5.396671772003174,-6.077210903167725,Yes,True
is pork,a rollerskate,'',Is a rollerskate pork?,No,random,-5.215669631958008,-2.9834775924682617,No,True
is portable,a violin,'',Is a violin portable?,Yes,random,-4.338003158569336,-4.84286642074585,Yes,True
is powered by air,an owl,'',Is an owl powered by air?,No,random,-5.383711814880371,-2.653169870376587,No,True
is pressurised,a currant,'',Is a currant pressurised?,No,random,-5.8755693435668945,-4.0251336097717285,No,True
is preyed on by lions,a zebra,'',Is a zebra preyed on by lions?,Yes,random,-5.053885459899902,-2.3263959884643555,No,False
is preyed on by lions,ham,'',Is ham preyed on by lions?,No,random,-5.746399879455566,-3.2336761951446533,No,True
is prickly,pineapple,'',Is pineapple prickly?,Yes,random,-3.2824902534484863,-3.5437464714050293,Yes,True
is produced by distilling wine,brandy,'',Is brandy produced by distilling wine?,Yes,random,-4.332000732421875,-4.492393970489502,Yes,True
is produced by mammals,a car,'',Is a car produced by mammals?,No,random,-4.927743911743164,-1.9359976053237915,No,True
is professional clothing,blueberry,'',Is blueberry professional clothing?,No,random,-6.414254665374756,-6.427118301391602,Yes,False
is protective,a cloak,'',Is a cloak protective?,Yes,random,-3.4176011085510254,-3.7959775924682617,Yes,True
is pulled back,a television,'',Is a television pulled back?,No,random,-5.644853591918945,-4.466495513916016,No,True
is pulled by dogs,a kettle,'',Is a kettle pulled by dogs?,No,random,-4.216495513916016,-2.718017578125,No,True
is pulled by oxen,a plow,'',Is a plow pulled by oxen?,Yes,random,-4.492393970489502,-3.4980714321136475,No,False
is purchased in sets,a plate,'',Is a plate purchased in sets?,Yes,random,-4.726754665374756,-4.120659351348877,No,False
is pushed,a wheelbarrow,'',Is a wheelbarrow pushed?,Yes,random,-5.466350555419922,-4.967809677124023,No,False
is pushed with feet,a penguin,'',Is a penguin pushed with feet?,No,random,-5.246399879455566,-3.6240296363830566,No,True
is put into bouquets,a carnation,'',Is a carnation put into bouquets?,Yes,random,-3.4849300384521484,-5.618690013885498,Yes,True
is quick to cook,bacon,'',Is bacon quick to cook?,Yes,random,-4.896185874938965,-5.528356075286865,Yes,True
is quick to grow,a caravan,'',Is a caravan quick to grow?,No,random,-4.799990653991699,-4.4348649978637695,No,True
is red when ripe,a bowl,'',Is a bowl red when ripe?,No,random,-4.498400688171387,-3.7495954036712646,No,True
is required for movement,a bone,'',Is a bone required for movement?,Yes,random,-6.463983535766602,-3.951284646987915,No,False
is required for movement,an oven,'',Is an oven required for movement?,No,random,-4.929893970489502,-2.669853925704956,No,True
is required for speaking,a tongue,'',Is a tongue required for speaking?,Yes,random,-6.120659351348877,-3.108358144760132,No,False
is reusable,a bag,'',Is a bag reusable?,Yes,random,-3.1382625102996826,-4.999480724334717,Yes,True
is rhythmic,a fork,'',Is a fork rhythmic?,No,random,-4.1854472160339355,-4.186832904815674,Yes,False
is rigid,a bolt,'',Is a bolt rigid?,Yes,random,-4.397899627685547,-4.090856075286865,No,False
is ripe in autumn,a minnow,'',Is a minnow ripe in autumn?,No,random,-6.529493808746338,-2.9841177463531494,No,True
is seasonal,an asparagus,'',Is an asparagus seasonal?,Yes,random,-3.6448535919189453,-5.153531551361084,Yes,True
is served with meat and potatoes,broccoli,'',Is broccoli served with meat and potatoes?,Yes,random,-4.7943501472473145,-4.0572662353515625,No,False
is served with tonic,a flute,'',Is a flute served with tonic?,No,random,-4.806929588317871,-4.185997486114502,No,True
is set free at weddings,a dove,'',Is a dove set free at weddings?,Yes,random,-6.388912677764893,-5.299990653991699,No,False
is set free at weddings,a fox,'',Is a fox set free at weddings?,No,random,-5.494429588317871,-3.3740885257720947,No,True
is shaped like a box,a washing machine,'',Is a washing machine shaped like a box?,Yes,random,-3.847058057785034,-4.184695243835449,Yes,True
is shaped like a bulb,turnip,'',Is turnip shaped like a bulb?,Yes,random,-4.399458408355713,-4.929893970489502,Yes,True
is shaped like a bulb,a jellyfish,'',Is a jellyfish shaped like a bulb?,No,random,-4.776176929473877,-2.3896992206573486,No,True
is shaped like a shell,jeans,'',Is jeans shaped like a shell?,No,random,-4.587240695953369,-3.733069658279419,No,True
is shaped like a tree,a dog,'',Is a dog shaped like a tree?,No,random,-4.466760158538818,-2.0932769775390625,No,True
is slimy,a trout,'',Is a trout slimy?,Yes,random,-4.958040237426758,-4.841631889343262,No,False
is slow on land,a tortoise,'',Is a tortoise slow on land?,Yes,random,-3.2419052124023438,-3.3730714321136475,Yes,True
is slow on land,an apron,'',Is an apron slow on land?,No,random,-5.083040237426758,-2.966993808746338,No,True
is slow on roads,butter,'',Is butter slow on roads?,No,random,-6.051452159881592,-4.808421611785889,No,True
is smooth on the outside,tomato,'',Is tomato smooth on the outside?,Yes,random,-3.4187464714050293,-3.9207229614257812,Yes,True
is soft when ripe,a tugboat,'',Is a tugboat soft when ripe?,No,random,-6.275503158569336,-4.405184268951416,No,True
is sold at ice cream vans,ice cream,'',Is ice cream sold at ice cream vans?,Yes,random,-4.98668909072876,-4.497524261474609,No,False
is solidified,mango,'',Is mango solidified?,No,random,-5.776483535766602,-3.9047000408172607,No,True
is solitary,a rhino,'',Is a rhino solitary?,Yes,random,-4.399322032928467,-3.3895084857940674,No,False
is sparkling wine,champagne,'',Is champagne sparkling wine?,Yes,random,-3.538393497467041,-2.7944376468658447,No,False
is sparkling wine,a beetle,'',Is a beetle sparkling wine?,No,random,-4.903356075286865,-2.7806036472320557,No,True
is speckled,a locust,'',Is a locust speckled?,No,random,-4.12201452255249,-3.1245415210723877,No,True
is spherical in shape,a chestnut tree,'',Is a chestnut tree spherical in shape?,Yes,random,-5.3404717445373535,-2.983795642852783,No,False
is spiky,an artichoke,'',Is an artichoke spiky?,Yes,random,-3.4777634143829346,-3.982985496520996,Yes,True
is steered,a houseboat,'',Is a houseboat steered?,Yes,random,-4.604458332061768,-4.183421611785889,No,False
is sticky,jelly,'',Is jelly sticky?,Yes,random,-4.304893970489502,-3.9355714321136475,No,False
is stood on,scissors,'',Is scissors stood on?,No,random,-5.740243911743164,-4.685315132141113,No,True
is stored in a barrel,beer,'',Is beer stored in a barrel?,Yes,random,-4.78452730178833,-4.054893970489502,No,False
is streamlined,a penguin,'',Is a penguin streamlined?,Yes,random,-3.568216323852539,-3.3257625102996826,No,False
is streamlined,gin,'',Is gin streamlined?,No,random,-3.9029715061187744,-3.780517578125,No,True
is struck,a gong,'',Is a gong struck?,Yes,random,-5.530805587768555,-4.031086444854736,No,False
is sturdy,a raft,'',Is a raft sturdy?,Yes,random,-5.12116813659668,-5.872524261474609,Yes,True
is taut,a bow,'',Is a bow taut?,Yes,random,-4.436695575714111,-4.187320709228516,No,False
is taut,a jacket,'',Is a jacket taut?,No,random,-6.591880798339844,-4.84321403503418,No,True
is territorial,a leopard,'',Is a leopard territorial?,Yes,random,-4.009397506713867,-5.0902605056762695,Yes,True
is territorial,milk,'',Is milk territorial?,No,random,-5.179893970489502,-4.186173915863037,No,True
is the largest animal,a whale,'',Is a whale the largest animal?,Yes,random,-5.138653755187988,-3.088676929473877,No,False
is the leg of a pig,a rhino,'',Is a rhino the leg of a pig?,No,random,-5.529881954193115,-1.6638072729110718,No,True
is the size of one's fist,a refrigerator,'',Is a refrigerator the size of one's fist?,No,random,-5.622815132141113,-2.7652623653411865,No,True
is thought to be cunning,a jellyfish,'',Is a jellyfish thought to be cunning?,No,random,-8.060173988342285,-2.437283515930176,No,True
is thrown,a wolf,'',Is a wolf thrown?,No,random,-5.372524261474609,-3.3744471073150635,No,True
is thrust,a spear,'',Is a spear thrust?,Yes,random,-5.874088764190674,-3.8744471073150635,No,False
is tightened,tights,'',Is tights tightened?,No,random,-5.218017578125,-4.093630313873291,No,True
is tropical,a cat,'',Is a cat tropical?,No,random,-5.741385459899902,-4.3729472160339355,No,True
is underwear,a nut,'',Is a nut underwear?,No,random,-4.622524261474609,-3.2494471073150635,No,True
is upright,a buttercup,'',Is a buttercup upright?,No,random,-5.279131889343262,-3.6557769775390625,No,True
is upright while swimming,a kayak,'',Is a kayak upright while swimming?,No,random,-6.525503158569336,-5.966196060180664,No,True
is used against weeds,a hoe,'',Is a hoe used against weeds?,Yes,random,-3.4017715454101562,-3.5928096771240234,Yes,True
is used against weeds,a spear,'',Is a spear used against weeds?,No,random,-4.8723649978637695,-2.5151593685150146,No,True
is used as a shroud,a nectarine,'',Is a nectarine used as a shroud?,No,random,-6.591031551361084,-3.8588945865631104,No,True
is used by bartenders,a drum,'',Is a drum used by bartenders?,No,random,-5.739618301391602,-3.810797929763794,No,True
is used by burglars,a crowbar,'',Is a crowbar used by burglars?,Yes,random,-4.339796543121338,-3.8275973796844482,No,False
is used by burglars,a slug,'',Is a slug used by burglars?,No,random,-5.8404717445373535,-4.0934038162231445,No,True
is used by carpenters and masons,a chisel,'',Is a chisel used by carpenters and masons?,Yes,random,-4.320117950439453,-4.741905212402344,Yes,True
is used by carpenters and masons,an ambulance,'',Is an ambulance used by carpenters and masons?,No,random,-6.247524261474609,-2.5152390003204346,No,True
is used by cavemen,a dog,'',Is a dog used by cavemen?,No,random,-4.366385459899902,-2.919280767440796,No,True
is used by chefs,an apron,'',Is an apron used by chefs?,Yes,random,-4.4954729080200195,-6.8916401863098145,Yes,True
is used by clowns,a unicycle,'',Is a unicycle used by clowns?,Yes,random,-4.44883394241333,-5.088350296020508,Yes,True
is used by doctors,a falcon,'',Is a falcon used by doctors?,No,random,-5.4663543701171875,-4.368284702301025,No,True
is used by electricians,pliers,'',Is pliers used by electricians?,Yes,random,-6.046110153198242,-7.772054195404053,Yes,True
is used by hand,a spirit level,'',Is a spirit level used by hand?,Yes,random,-5.083685874938965,-4.716880798339844,No,False
is used by hand,corn,'',Is corn used by hand?,No,random,-3.4781627655029297,-3.982353925704956,Yes,False
is used by lumberjacks,a cat,'',Is a cat used by lumberjacks?,No,random,-4.715856075286865,-2.483863592147827,No,True
is used by paramedics,a goldfish,'',Is a goldfish used by paramedics?,No,random,-5.166958332061768,-2.7463998794555664,No,True
is used by parents,a bench,'',Is a bench used by parents?,No,random,-3.830845832824707,-3.9664957523345947,Yes,False
is used by people who cannot walk,an asparagus,'',Is an asparagus used by people who cannot walk?,No,random,-4.2154717445373535,-3.452488660812378,No,True
is used by people who smoke,an ashtray,'',Is an ashtray used by people who smoke?,Yes,random,-3.00813627243042,-3.389000654220581,Yes,True
is used by police,a revolver,'',Is a revolver used by police?,Yes,random,-6.041958332061768,-5.743284702301025,No,False
is used by soldiers,a bayonet,'',Is a bayonet used by soldiers?,Yes,random,-3.351754665374756,-4.9947662353515625,Yes,True
is used by the navy,a canoe,'',Is a canoe used by the navy?,Yes,random,-5.400503158569336,-2.9521992206573486,No,False
is used by the navy,a bee,'',Is a bee used by the navy?,No,random,-4.650503158569336,-3.108631134033203,No,True
is used by writers,a typewriter,'',Is a typewriter used by writers?,Yes,random,-3.616445541381836,-5.34702730178833,Yes,True
is used for boiling,a foot,'',Is a foot used for boiling?,No,random,-5.140705108642578,-5.336822032928467,Yes,False
is used for breathing,a nose,'',Is a nose used for breathing?,Yes,random,-3.120659112930298,-3.6241438388824463,Yes,True
is used for cigarettes,an ashtray,'',Is an ashtray used for cigarettes?,Yes,random,-3.100893497467041,-2.732985496520996,No,False
is used for digging,a hoe,'',Is a hoe used for digging?,Yes,random,-2.5521180629730225,-4.685571193695068,Yes,True
is used for eating,an arm,'',Is an arm used for eating?,Yes,random,-4.280309677124023,-1.281040072441101,No,False
is used for eating,an organ,'',Is an organ used for eating?,No,random,-4.459863185882568,-3.7320852279663086,No,True
is used for farming,a buttercup,'',Is a buttercup used for farming?,No,random,-6.7600626945495605,-4.524740695953369,No,True
is used for fighting,a tongue,'',Is a tongue used for fighting?,No,random,-6.653850555419922,-2.1711761951446533,No,True
is used for grooming hair,a mirror,'',Is a mirror used for grooming hair?,Yes,random,-3.4728074073791504,-4.9475626945495605,Yes,True
is used for grooming hair,a cup,'',Is a cup used for grooming hair?,No,random,-4.7126336097717285,-2.4834775924682617,No,True
is used for heating food,a wren,'',Is a wren used for heating food?,No,random,-5.358965873718262,-3.0605714321136475,No,True
is used for hiding,a submarine,'',Is a submarine used for hiding?,Yes,random,-4.710399627685547,-4.154793739318848,No,False
is used for hygiene,gloves,'',Is gloves used for hygiene?,Yes,random,-5.925716876983643,-7.204290390014648,Yes,True
is used for levelling,a scallop,'',Is a scallop used for levelling?,No,random,-4.7142229080200195,-5.114618301391602,Yes,False
is used for lounging,a stool,'',Is a stool used for lounging?,No,random,-3.9343223571777344,-2.9365885257720947,No,True
is used for making cake,a whisk,'',Is a whisk used for making cake?,Yes,random,-4.698358535766602,-4.5431904792785645,No,False
is used for plucking,a tweezer,'',Is a tweezer used for plucking?,Yes,random,-4.048040390014648,-5.769853591918945,Yes,True
is used for plucking,a belt,'',Is a belt used for plucking?,No,random,-4.746399879455566,-3.2491955757141113,No,True
is used for pointing,a thumb,'',Is a thumb used for pointing?,Yes,random,-4.495082378387451,-2.858358144760132,No,False
is used for pointing,a stool,'',Is a stool used for pointing?,No,random,-4.618690013885498,-3.6239006519317627,No,True
is used for safety,a helmet,'',Is a helmet used for safety?,Yes,random,-3.7607080936431885,-4.278169631958008,Yes,True
is used for shopping,a sparrow,'',Is a sparrow used for shopping?,No,random,-6.99537992477417,-1.8198504447937012,No,True
is used for standing,a leg,'',Is a leg used for standing?,Yes,random,-3.310314893722534,-3.312142848968506,Yes,True
is used for toasting,a toaster,'',Is a toaster used for toasting?,Yes,random,-3.2779715061187744,-3.9681036472320557,Yes,True
is used for toasting,a ladle,'',Is a ladle used for toasting?,No,random,-4.957353591918945,-2.2322237491607666,No,True
is used for touching and feeling,lemon,'',Is lemon used for touching and feeling?,No,random,-3.9478089809417725,-2.82659912109375,No,True
is used for typing,a typewriter,'',Is a typewriter used for typing?,Yes,random,-3.4652605056762695,-4.780470371246338,Yes,True
is used for watering,a tarantula,'',Is a tarantula used for watering?,No,random,-5.027535915374756,-3.0144362449645996,No,True
is used for watersports,a speedboat,'',Is a speedboat used for watersports?,Yes,random,-4.604608535766602,-5.894853591918945,Yes,True
is used for writing,a desk,'',Is a desk used for writing?,Yes,random,-2.2854294776916504,-4.394853591918945,Yes,True
is used in Spanish dancing,a robe,'',Is a robe used in spanish dancing?,No,random,-8.32129955291748,-8.982041358947754,Yes,False
is used in agriculture,a tractor,'',Is a tractor used in agriculture?,Yes,random,-3.1456832885742188,-6.144123077392578,Yes,True
is used in baroque music,a french horn,'',Is a french horn used in baroque music?,Yes,random,-6.598560333251953,-6.97202730178833,Yes,True
is used in cakes,a cello,'',Is a cello used in cakes?,No,random,-5.052743911743164,-3.0136661529541016,No,True
is used in church,an organ,'',Is an organ used in church?,Yes,random,-4.834292888641357,-4.841760158538818,Yes,True
is used in combat,a daffodil,'',Is a daffodil used in combat?,No,random,-5.685997486114502,-1.5700491666793823,No,True
is used in fall,a buffalo,'',Is a buffalo used in fall?,No,random,-4.890705108642578,-4.277296543121338,No,True
is used in fish and chips,a cod,'',Is a cod used in fish and chips?,Yes,random,-8.858965873718262,-7.8916401863098145,No,False
is used in fishing,a harpoon,'',Is a harpoon used in fishing?,Yes,random,-5.7600626945495605,-3.699233055114746,No,False
is used in folk music,rice,'',Is rice used in folk music?,No,random,-5.632617950439453,-7.301452159881592,Yes,False
is used in hospital,a scalpel,'',Is a scalpel used in hospital?,Yes,random,-5.7280120849609375,-7.7600626945495605,Yes,True
is used in hospital,a pig,'',Is a pig used in hospital?,No,random,-4.664254665374756,-5.5565714836120605,Yes,False
is used in hot air balloons,a gong,'',Is a gong used in hot air balloons?,No,random,-5.269500732421875,-4.867853164672852,No,True
is used in jazz music,a drum,'',Is a drum used in jazz music?,Yes,random,-5.8591227531433105,-7.205845832824707,Yes,True
is used in lab experiments,a monkey,'',Is a monkey used in lab experiments?,Yes,random,-5.691626071929932,-4.0876336097717285,No,False
is used in laundromats,a washing machine,'',Is a washing machine used in laundromats?,Yes,random,-5.014710903167725,-5.338983535766602,Yes,True
is used in laundromats,a stool,'',Is a stool used in laundromats?,No,random,-5.1068501472473145,-4.621399879455566,No,True
is used in locks,a bolt,'',Is a bolt used in locks?,Yes,random,-6.9216227531433105,-5.893345832824707,No,False
is used in plays,a puppet,'',Is a puppet used in plays?,Yes,random,-4.254949569702148,-5.589796543121338,Yes,True
is used in plays,an eggplant,'',Is an eggplant used in plays?,No,random,-4.8065714836120605,-3.5767781734466553,No,True
is used in seas,a dinghy,'',Is a dinghy used in seas?,Yes,random,-5.583040237426758,-3.8417601585388184,No,False
is used in snow,a sledge,'',Is a sledge used in snow?,Yes,random,-4.152296543121338,-4.280561923980713,Yes,True
is used in sponge cakes,a rocking chair,'',Is a rocking chair used in sponge cakes?,No,random,-4.642519474029541,-2.903531312942505,No,True
is used in stews,a bean,'',Is a bean used in stews?,Yes,random,-5.052118301391602,-4.497815132141113,No,False
is used in supermarkets,a chipmunk,'',Is a chipmunk used in supermarkets?,No,random,-5.319775581359863,-3.4798262119293213,No,True
is used in the kitchen,a bottle,'',Is a bottle used in the kitchen?,Yes,random,-3.4322662353515625,-3.186467170715332,No,False
is used in water sports,a fork,'',Is a fork used in water sports?,No,random,-4.897054195404053,-5.806190013885498,Yes,False
is used in workshops,a clamp,'',Is a clamp used in workshops?,Yes,random,-4.2163543701171875,-6.742393970489502,Yes,True
is used manually,a can opener,'',Is a can opener used manually?,Yes,random,-3.3292901515960693,-4.613952159881592,Yes,True
is used on Christmas pudding,a calf,'',Is a calf used on christmas pudding?,No,random,-5.574954986572266,-5.1170244216918945,No,True
is used on ice,a sledge,'',Is a sledge used on ice?,Yes,random,-4.622815132141113,-4.062069416046143,No,False
is used on pavements,a drill,'',Is a drill used on pavements?,Yes,random,-4.833685874938965,-2.982591152191162,No,False
is used on rough terrains,an elephant,'',Is an elephant used on rough terrains?,No,random,-4.238952159881592,-5.310315132141113,Yes,False
is used to clear garden debris,a mitten,'',Is a mitten used to clear garden debris?,No,random,-4.649740695953369,-2.2803666591644287,No,True
is used to clear leaves,a nightingale,'',Is a nightingale used to clear leaves?,No,random,-5.580019474029541,-4.090856075286865,No,True
is used to conceal,a lizard,'',Is a lizard used to conceal?,No,random,-6.808421611785889,-5.3113298416137695,No,True
is used to cover the body,a knife,'',Is a knife used to cover the body?,No,random,-6.216880798339844,-2.093332529067993,No,True
is used to cut crops,a scythe,'',Is a scythe used to cut crops?,Yes,random,-4.2142229080200195,-2.431929588317871,No,False
is used to cut grass,potato,'',Is potato used to cut grass?,No,random,-5.392519474029541,-3.0283563137054443,No,True
is used to dig holes,a trowel,'',Is a trowel used to dig holes?,Yes,random,-5.369429588317871,-1.389807939529419,No,False
is used to dig holes,a dice,'',Is a dice used to dig holes?,No,random,-6.181190013885498,-1.444204568862915,No,True
is used to dissect,a spade,'',Is a spade used to dissect?,No,random,-6.05951452255249,-3.5775270462036133,No,True
is used to eat food,a fork,'',Is a fork used to eat food?,Yes,random,-3.499340295791626,-3.137948513031006,No,False
is used to eat food,an ox,'',Is an ox used to eat food?,No,random,-4.436254501342773,-3.4841480255126953,No,True
is used to grate cheese,a grater,'',Is a grater used to grate cheese?,Yes,random,-3.468090295791626,-2.9798262119293213,No,False
is used to harvest,a pie,'',Is a pie used to harvest?,No,random,-4.714796543121338,-2.155517578125,No,True
is used to hit nails,a gerbil,'',Is a gerbil used to hit nails?,No,random,-5.866385459899902,-3.607896089553833,No,True
is used to inhale air,a nose,'',Is a nose used to inhale air?,Yes,random,-3.6044580936431885,-3.6213998794555664,Yes,True
is used to inhale air,a ferry,'',Is a ferry used to inhale air?,No,random,-6.276483535766602,-2.171131134033203,No,True
is used to jump,a foot,'',Is a foot used to jump?,Yes,random,-4.183421611785889,-2.0616955757141113,No,False
is used to loosen bolts,a spanner,'',Is a spanner used to loosen bolts?,Yes,random,-4.4954729080200195,-2.526012897491455,No,False
is used to make a drink,a coffee maker,'',Is a coffee maker used to make a drink?,Yes,random,-4.177743911743164,-2.013784646987915,No,False
is used to make aspirin,mushroom,'',Is mushroom used to make aspirin?,No,random,-4.813032150268555,-3.0954296588897705,No,True
is used to make chips,an olive,'',Is an olive used to make chips?,No,random,-4.489618301391602,-3.4819376468658447,No,True
is used to make drugs,a poppy,'',Is a poppy used to make drugs?,Yes,random,-4.577360153198242,-4.514710903167725,No,False
is used to make guacamole,a jellyfish,'',Is a jellyfish used to make guacamole?,No,random,-5.052118301391602,-1.576284646987915,No,True
is used to make holes in walls,a drill,'',Is a drill used to make holes in walls?,Yes,random,-4.549990653991699,-2.794280767440796,No,False
is used to make holes in walls,pear,'',Is pear used to make holes in walls?,No,random,-5.402296543121338,-2.905517578125,No,True
is used to make jam,strawberry,'',Is strawberry used to make jam?,Yes,random,-3.486997127532959,-6.675716876983643,Yes,True
is used to make lemonade,a mug,'',Is a mug used to make lemonade?,No,random,-5.8697662353515625,-1.764807939529419,No,True
is used to make opium,a poppy,'',Is a poppy used to make opium?,Yes,random,-5.206966876983643,-3.0786800384521484,No,False
is used to make statues,a gerbil,'',Is a gerbil used to make statues?,No,random,-6.083685874938965,-3.591195821762085,No,True
is used to mix eggs,a whisk,'',Is a whisk used to mix eggs?,Yes,random,-5.1744160652160645,-3.8342928886413574,No,False
is used to mix eggs,a buggy,'',Is a buggy used to mix eggs?,No,random,-4.979458332061768,-2.855830669403076,No,True
is used to pluck eyebrows,a tweezer,'',Is a tweezer used to pluck eyebrows?,Yes,random,-4.296465873718262,-5.244429588317871,Yes,True
is used to pluck eyebrows,castanets,'',Is castanets used to pluck eyebrows?,No,random,-5.830019474029541,-3.2319376468658447,No,True
is used to pot plants,a tarantula,'',Is a tarantula used to pot plants?,No,random,-5.053885459899902,-3.824897289276123,No,True
is used to put out a fire,an alligator,'',Is an alligator used to put out a fire?,No,random,-5.466031551361084,-1.475869059562683,No,True
is used to raise toast,an apple,'',Is an apple used to raise toast?,No,random,-6.122524261474609,-1.4917327165603638,No,True
is used to reach something at a height,a dressing gown,'',Is a dressing gown used to reach something at a height?,No,random,-4.998188018798828,-1.2341617345809937,No,True
is used to scrape bowls,a spatula,'',Is a spatula used to scrape bowls?,Yes,random,-3.2810873985290527,-3.854222059249878,Yes,True
is used to serve food,a ladle,'',Is a ladle used to serve food?,Yes,random,-3.51874041557312,-3.403695821762085,No,False
is used to serve food,a brussels sprout,'',Is a brussels sprout used to serve food?,No,random,-4.895540237426758,-2.6687464714050293,No,True
is used to spread,a sweater,'',Is a sweater used to spread?,No,random,-5.3723649978637695,-2.3744471073150635,No,True
is used to stir,a ladle,'',Is a ladle used to stir?,Yes,random,-4.086377143859863,-3.3418805599212646,No,False
is used to turn food,a goat,'',Is a goat used to turn food?,No,random,-4.772363185882568,-4.2779717445373535,No,True
is used to warm food quickly,a microwave,'',Is a microwave used to warm food quickly?,Yes,random,-2.5119407176971436,-4.651771545410156,Yes,True
is used to wash,a hose,'',Is a hose used to wash?,Yes,random,-4.680784702301025,-3.8110885620117188,No,False
is used to wash,a ball,'',Is a ball used to wash?,No,random,-5.120921611785889,-3.983358144760132,No,True
is used to write,cheese,'',Is cheese used to write?,No,random,-5.092381954193115,-2.843444585800171,No,True
is used while eating,a lobster,'',Is a lobster used while eating?,No,random,-4.4541401863098145,-4.088676929473877,No,True
