Domain,Family,Model,Plain Acc,KFold Acc,Acc % Change,Plain RSTD,KFold RSTD,RSTD % Change
high_school_computer_science,Qwen,Qwen1.5-32B-Chat,0.8500,0.8600,+1.18%,0.0569,0.0578,+1.53%
high_school_european_history,Qwen,Qwen1.5-32B-Chat,0.8606,0.8606,+0.00%,0.0753,0.0590,-21.61%
high_school_geography,Qwen,Qwen1.5-32B-Chat,0.8939,0.8939,+0.00%,0.0376,0.0249,-33.85%
high_school_government_and_politics,Qwen,Qwen1.5-32B-Chat,0.9171,0.9275,+1.13%,0.0277,0.0231,-16.61%
high_school_macroeconomics,Qwen,Qwen1.5-32B-Chat,0.7590,0.7590,+0.00%,0.0553,0.0644,+16.58%
high_school_mathematics,Qwen,Qwen1.5-32B-Chat,0.4037,0.4074,+0.92%,0.0097,0.0673,+591.28%
high_school_microeconomics,Qwen,Qwen1.5-32B-Chat,0.8025,0.8025,+0.00%,0.0757,0.0642,-15.23%
high_school_physics,Qwen,Qwen1.5-32B-Chat,0.5232,0.5430,+3.80%,0.0436,0.0627,+43.82%
high_school_psychology,Qwen,Qwen1.5-32B-Chat,0.8972,0.8936,-0.41%,0.0315,0.0355,+12.81%
high_school_statistics,Qwen,Qwen1.5-32B-Chat,0.7037,0.6713,-4.61%,0.0344,0.0424,+23.17%
high_school_us_history,Qwen,Qwen1.5-32B-Chat,0.8922,0.8725,-2.20%,0.0444,0.0362,-18.50%
high_school_world_history,Qwen,Qwen1.5-32B-Chat,0.8861,0.8776,-0.95%,0.0667,0.0497,-25.46%
human_aging,Qwen,Qwen1.5-32B-Chat,0.7668,0.7892,+2.92%,0.0473,0.0420,-11.26%
human_sexuality,Qwen,Qwen1.5-32B-Chat,0.8015,0.8092,+0.95%,0.0402,0.0360,-10.31%
international_law,Qwen,Qwen1.5-32B-Chat,0.7851,0.7769,-1.05%,0.0529,0.0563,+6.42%
jurisprudence,Qwen,Qwen1.5-32B-Chat,0.8241,0.8241,+0.00%,0.0532,0.0585,+9.93%
logical_fallacies,Qwen,Qwen1.5-32B-Chat,0.8466,0.8466,+0.00%,0.0855,0.0703,-17.76%
machine_learning,Qwen,Qwen1.5-32B-Chat,0.4821,0.4643,-3.70%,0.1719,0.0433,-74.84%
management,Qwen,Qwen1.5-32B-Chat,0.8252,0.8252,+0.00%,0.0170,0.0170,+0.00%
marketing,Qwen,Qwen1.5-32B-Chat,0.9188,0.9145,-0.47%,0.0599,0.0592,-1.24%
medical_genetics,Qwen,Qwen1.5-32B-Chat,0.8100,0.8000,-1.23%,0.0698,0.0808,+15.62%
miscellaneous,Qwen,Qwen1.5-32B-Chat,0.8736,0.8787,+0.58%,0.0232,0.0179,-22.81%
moral_disputes,Qwen,Qwen1.5-32B-Chat,0.7688,0.7717,+0.38%,0.0444,0.0410,-7.78%
moral_scenarios,Qwen,Qwen1.5-32B-Chat,0.6369,0.6648,+4.39%,0.2494,0.1685,-32.45%
nutrition,Qwen,Qwen1.5-32B-Chat,0.7680,0.7712,+0.43%,0.0528,0.0406,-23.09%
philosophy,Qwen,Qwen1.5-32B-Chat,0.7588,0.7717,+1.69%,0.0538,0.0328,-38.97%
prehistory,Qwen,Qwen1.5-32B-Chat,0.7654,0.7747,+1.21%,0.0587,0.0474,-19.15%
professional_accounting,Qwen,Qwen1.5-32B-Chat,0.6099,0.5993,-1.74%,0.0738,0.0758,+2.69%
professional_law,Qwen,Qwen1.5-32B-Chat,0.5450,0.5404,-0.84%,0.0713,0.0484,-32.20%
professional_medicine,Qwen,Qwen1.5-32B-Chat,0.7574,0.7610,+0.49%,0.0311,0.0415,+33.46%
professional_psychology,Qwen,Qwen1.5-32B-Chat,0.7239,0.7304,+0.90%,0.0185,0.0221,+19.14%
public_relations,Qwen,Qwen1.5-32B-Chat,0.6909,0.7091,+2.63%,0.0260,0.0318,+22.42%
security_studies,Qwen,Qwen1.5-32B-Chat,0.7469,0.7429,-0.55%,0.1376,0.0957,-30.47%
sociology,Qwen,Qwen1.5-32B-Chat,0.8458,0.8408,-0.59%,0.0405,0.0448,+10.50%
us_foreign_policy,Qwen,Qwen1.5-32B-Chat,0.9100,0.9100,+0.00%,0.0559,0.0559,+0.00%
virology,Qwen,Qwen1.5-32B-Chat,0.5241,0.5181,-1.15%,0.0932,0.0994,+6.68%
world_religions,Qwen,Qwen1.5-32B-Chat,0.8596,0.8655,+0.68%,0.0316,0.0353,+11.87%
abstract_algebra,Qwen,Qwen1.5-7B,0.3000,0.2800,-6.67%,0.2445,0.1601,-34.51%
anatomy,Qwen,Qwen1.5-7B,0.4519,0.4444,-1.64%,0.0944,0.0753,-20.20%
astronomy,Qwen,Qwen1.5-7B,0.6447,0.6579,+2.04%,0.1146,0.0600,-47.70%
business_ethics,Qwen,Qwen1.5-7B,0.6600,0.6700,+1.52%,0.0938,0.0563,-39.94%
clinical_knowledge,Qwen,Qwen1.5-7B,0.6453,0.6377,-1.17%,0.1238,0.0626,-49.41%
college_biology,Qwen,Qwen1.5-7B,0.6181,0.6319,+2.25%,0.1089,0.0657,-39.65%
college_chemistry,Qwen,Qwen1.5-7B,0.4600,0.4700,+2.17%,0.0707,0.0499,-29.36%
college_computer_science,Qwen,Qwen1.5-7B,0.5800,0.5200,-10.34%,0.0968,0.0152,-84.24%
college_mathematics,Qwen,Qwen1.5-7B,0.4100,0.3400,-17.07%,0.2069,0.0602,-70.89%
college_medicine,Qwen,Qwen1.5-7B,0.5665,0.5780,+2.04%,0.1050,0.0770,-26.63%
college_physics,Qwen,Qwen1.5-7B,0.4608,0.4412,-4.26%,0.1610,0.1041,-35.35%
computer_security,Qwen,Qwen1.5-7B,0.6900,0.6800,-1.45%,0.0635,0.0664,+4.60%
conceptual_physics,Qwen,Qwen1.5-7B,0.5447,0.5660,+3.91%,0.0858,0.0521,-39.20%
econometrics,Qwen,Qwen1.5-7B,0.4298,0.4474,+4.08%,0.1143,0.1060,-7.26%
electrical_engineering,Qwen,Qwen1.5-7B,0.5172,0.5241,+1.33%,0.1556,0.1275,-18.07%
elementary_mathematics,Qwen,Qwen1.5-7B,0.4683,0.4921,+5.08%,0.0965,0.0580,-39.90%
formal_logic,Qwen,Qwen1.5-7B,0.3571,0.3651,+2.22%,0.0817,0.1044,+27.77%
global_facts,Qwen,Qwen1.5-7B,0.3400,0.3300,-2.94%,0.0910,0.1304,+43.41%
high_school_biology,Qwen,Qwen1.5-7B,0.7000,0.7226,+3.23%,0.0833,0.0446,-46.47%
high_school_chemistry,Qwen,Qwen1.5-7B,0.5369,0.5123,-4.59%,0.1194,0.0903,-24.35%
high_school_computer_science,Qwen,Qwen1.5-7B,0.6800,0.7100,+4.41%,0.0902,0.0230,-74.46%
high_school_european_history,Qwen,Qwen1.5-7B,0.6788,0.7030,+3.57%,0.0710,0.0865,+21.91%
high_school_geography,Qwen,Qwen1.5-7B,0.7475,0.7576,+1.35%,0.1087,0.0878,-19.25%
high_school_government_and_politics,Qwen,Qwen1.5-7B,0.8031,0.7772,-3.23%,0.0523,0.0508,-2.77%
high_school_macroeconomics,Qwen,Qwen1.5-7B,0.5846,0.5513,-5.70%,0.0826,0.0749,-9.26%
high_school_mathematics,Qwen,Qwen1.5-7B,0.3630,0.3370,-7.14%,0.1504,0.0438,-70.90%
high_school_microeconomics,Qwen,Qwen1.5-7B,0.6387,0.6218,-2.63%,0.1155,0.0656,-43.19%
high_school_physics,Qwen,Qwen1.5-7B,0.3642,0.3245,-10.91%,0.0901,0.0543,-39.78%
high_school_psychology,Qwen,Qwen1.5-7B,0.7853,0.7927,+0.93%,0.0162,0.0330,+104.16%
high_school_statistics,Qwen,Qwen1.5-7B,0.4861,0.4722,-2.86%,0.0985,0.0320,-67.52%
high_school_us_history,Qwen,Qwen1.5-7B,0.7402,0.7304,-1.32%,0.1082,0.0928,-14.25%
high_school_world_history,Qwen,Qwen1.5-7B,0.7848,0.7806,-0.54%,0.0943,0.0552,-41.42%
human_aging,Qwen,Qwen1.5-7B,0.6188,0.6323,+2.17%,0.0581,0.0203,-65.05%
human_sexuality,Qwen,Qwen1.5-7B,0.6641,0.7099,+6.90%,0.1308,0.1129,-13.69%
international_law,Qwen,Qwen1.5-7B,0.7190,0.7107,-1.15%,0.0233,0.0957,+311.38%
jurisprudence,Qwen,Qwen1.5-7B,0.6944,0.6852,-1.33%,0.0386,0.0279,-27.80%
logical_fallacies,Qwen,Qwen1.5-7B,0.6074,0.6135,+1.01%,0.1445,0.0756,-47.70%
machine_learning,Qwen,Qwen1.5-7B,0.4018,0.3839,-4.44%,0.1281,0.1027,-19.88%
management,Qwen,Qwen1.5-7B,0.8058,0.7864,-2.41%,0.0462,0.0325,-29.63%
marketing,Qwen,Qwen1.5-7B,0.8120,0.8077,-0.53%,0.0862,0.0610,-29.30%
medical_genetics,Qwen,Qwen1.5-7B,0.6500,0.6300,-3.08%,0.1169,0.0834,-28.63%
miscellaneous,Qwen,Qwen1.5-7B,0.7650,0.7663,+0.17%,0.0572,0.0128,-77.66%
moral_disputes,Qwen,Qwen1.5-7B,0.6069,0.6214,+2.38%,0.0944,0.0742,-21.47%
moral_scenarios,Qwen,Qwen1.5-7B,0.2838,0.3128,+10.24%,0.2895,0.0682,-76.43%
nutrition,Qwen,Qwen1.5-7B,0.6373,0.6471,+1.54%,0.1272,0.0714,-43.90%
philosophy,Qwen,Qwen1.5-7B,0.6559,0.6495,-0.98%,0.1622,0.0894,-44.87%
prehistory,Qwen,Qwen1.5-7B,0.6019,0.6420,+6.67%,0.1111,0.0825,-25.73%
professional_accounting,Qwen,Qwen1.5-7B,0.4326,0.4433,+2.46%,0.0606,0.0280,-53.82%
professional_law,Qwen,Qwen1.5-7B,0.4316,0.4368,+1.21%,0.0514,0.0450,-12.39%
professional_medicine,Qwen,Qwen1.5-7B,0.6140,0.5919,-3.59%,0.0882,0.0721,-18.22%
professional_psychology,Qwen,Qwen1.5-7B,0.5425,0.5719,+5.42%,0.0861,0.0270,-68.58%
public_relations,Qwen,Qwen1.5-7B,0.6182,0.6182,+0.00%,0.0839,0.0573,-31.69%
security_studies,Qwen,Qwen1.5-7B,0.6776,0.6776,+0.00%,0.1300,0.0921,-29.12%
sociology,Qwen,Qwen1.5-7B,0.8358,0.8259,-1.19%,0.0681,0.0532,-21.81%
us_foreign_policy,Qwen,Qwen1.5-7B,0.8200,0.8200,+0.00%,0.0301,0.0470,+56.20%
virology,Qwen,Qwen1.5-7B,0.4277,0.4036,-5.63%,0.1247,0.1023,-18.02%
world_religions,Qwen,Qwen1.5-7B,0.7310,0.7368,+0.80%,0.0769,0.0863,+12.29%
abstract_algebra,Qwen,Qwen1.5-7B-Chat,0.3400,0.3700,+8.82%,0.1772,0.1459,-17.66%
anatomy,Qwen,Qwen1.5-7B-Chat,0.4815,0.5037,+4.62%,0.1240,0.1039,-16.25%
astronomy,Qwen,Qwen1.5-7B-Chat,0.6711,0.6513,-2.94%,0.1257,0.0619,-50.72%
business_ethics,Qwen,Qwen1.5-7B-Chat,0.5800,0.5900,+1.72%,0.1313,0.0852,-35.07%
clinical_knowledge,Qwen,Qwen1.5-7B-Chat,0.6340,0.6264,-1.19%,0.0894,0.0765,-14.43%
college_biology,Qwen,Qwen1.5-7B-Chat,0.6319,0.6528,+3.30%,0.1100,0.0960,-12.72%
college_chemistry,Qwen,Qwen1.5-7B-Chat,0.4300,0.4400,+2.33%,0.1019,0.0902,-11.45%
college_computer_science,Qwen,Qwen1.5-7B-Chat,0.4900,0.4400,-10.20%,0.1869,0.0898,-51.94%
college_mathematics,Qwen,Qwen1.5-7B-Chat,0.3600,0.3300,-8.33%,0.1841,0.0397,-78.42%
college_medicine,Qwen,Qwen1.5-7B-Chat,0.5607,0.5434,-3.09%,0.1141,0.0968,-15.16%
college_physics,Qwen,Qwen1.5-7B-Chat,0.4412,0.4412,+0.00%,0.1217,0.1231,+1.19%
computer_security,Qwen,Qwen1.5-7B-Chat,0.6600,0.6600,+0.00%,0.0722,0.0539,-25.35%
conceptual_physics,Qwen,Qwen1.5-7B-Chat,0.5362,0.5574,+3.97%,0.0891,0.0796,-10.66%
econometrics,Qwen,Qwen1.5-7B-Chat,0.4123,0.4298,+4.26%,0.0864,0.0157,-81.88%
electrical_engineering,Qwen,Qwen1.5-7B-Chat,0.5172,0.5310,+2.67%,0.1634,0.1231,-24.64%
elementary_mathematics,Qwen,Qwen1.5-7B-Chat,0.4630,0.4656,+0.57%,0.1848,0.0553,-70.09%
formal_logic,Qwen,Qwen1.5-7B-Chat,0.4206,0.4683,+11.32%,0.1596,0.0784,-50.88%
global_facts,Qwen,Qwen1.5-7B-Chat,0.4400,0.3900,-11.36%,0.1927,0.0574,-70.21%
high_school_biology,Qwen,Qwen1.5-7B-Chat,0.6839,0.7000,+2.36%,0.0980,0.0763,-22.19%
high_school_chemistry,Qwen,Qwen1.5-7B-Chat,0.5320,0.5025,-5.56%,0.1638,0.0933,-43.06%
high_school_computer_science,Qwen,Qwen1.5-7B-Chat,0.6800,0.7100,+4.41%,0.1193,0.0865,-27.50%
high_school_european_history,Qwen,Qwen1.5-7B-Chat,0.7636,0.7636,+0.00%,0.0640,0.0640,+0.00%
high_school_geography,Qwen,Qwen1.5-7B-Chat,0.7828,0.7626,-2.58%,0.1048,0.0868,-17.18%
high_school_government_and_politics,Qwen,Qwen1.5-7B-Chat,0.8031,0.7979,-0.65%,0.0948,0.0906,-4.38%
high_school_macroeconomics,Qwen,Qwen1.5-7B-Chat,0.6000,0.5821,-2.99%,0.0444,0.0358,-19.30%
high_school_mathematics,Qwen,Qwen1.5-7B-Chat,0.3630,0.3556,-2.04%,0.1900,0.0438,-76.94%
high_school_microeconomics,Qwen,Qwen1.5-7B-Chat,0.6555,0.6639,+1.28%,0.1210,0.1119,-7.53%
high_school_physics,Qwen,Qwen1.5-7B-Chat,0.3709,0.3841,+3.57%,0.1307,0.0678,-48.15%
high_school_psychology,Qwen,Qwen1.5-7B-Chat,0.7908,0.7835,-0.93%,0.0379,0.0277,-27.05%
high_school_statistics,Qwen,Qwen1.5-7B-Chat,0.4861,0.4676,-3.81%,0.1710,0.0744,-56.45%
high_school_us_history,Qwen,Qwen1.5-7B-Chat,0.7059,0.7059,+0.00%,0.0886,0.0747,-15.68%
high_school_world_history,Qwen,Qwen1.5-7B-Chat,0.7595,0.7553,-0.56%,0.0626,0.0735,+17.47%
human_aging,Qwen,Qwen1.5-7B-Chat,0.6233,0.6278,+0.72%,0.0848,0.0607,-28.36%
human_sexuality,Qwen,Qwen1.5-7B-Chat,0.6565,0.6641,+1.16%,0.1101,0.0877,-20.36%
international_law,Qwen,Qwen1.5-7B-Chat,0.6942,0.7025,+1.19%,0.0598,0.0586,-2.00%
jurisprudence,Qwen,Qwen1.5-7B-Chat,0.6852,0.7222,+5.41%,0.1041,0.0878,-15.63%
logical_fallacies,Qwen,Qwen1.5-7B-Chat,0.6626,0.6810,+2.78%,0.0838,0.0464,-44.64%
machine_learning,Qwen,Qwen1.5-7B-Chat,0.3571,0.3482,-2.50%,0.0999,0.0825,-17.42%
management,Qwen,Qwen1.5-7B-Chat,0.7476,0.7476,+0.00%,0.0731,0.0674,-7.70%
marketing,Qwen,Qwen1.5-7B-Chat,0.8248,0.8248,+0.00%,0.0744,0.0816,+9.67%
medical_genetics,Qwen,Qwen1.5-7B-Chat,0.6400,0.6500,+1.56%,0.1282,0.1035,-19.30%
miscellaneous,Qwen,Qwen1.5-7B-Chat,0.7458,0.7625,+2.23%,0.0762,0.0543,-28.70%
moral_disputes,Qwen,Qwen1.5-7B-Chat,0.6647,0.6590,-0.87%,0.0196,0.0290,+47.68%
moral_scenarios,Qwen,Qwen1.5-7B-Chat,0.3263,0.3877,+18.84%,0.3088,0.1927,-37.59%
nutrition,Qwen,Qwen1.5-7B-Chat,0.6634,0.6928,+4.43%,0.0958,0.0685,-28.51%
philosophy,Qwen,Qwen1.5-7B-Chat,0.6270,0.6431,+2.56%,0.0844,0.0657,-22.09%
prehistory,Qwen,Qwen1.5-7B-Chat,0.6019,0.6019,+0.00%,0.0874,0.0477,-45.39%
professional_accounting,Qwen,Qwen1.5-7B-Chat,0.4078,0.4184,+2.61%,0.0854,0.0643,-24.75%
professional_law,Qwen,Qwen1.5-7B-Chat,0.4335,0.4374,+0.90%,0.0643,0.0284,-55.83%
professional_medicine,Qwen,Qwen1.5-7B-Chat,0.6176,0.6140,-0.60%,0.0095,0.0321,+238.85%
professional_psychology,Qwen,Qwen1.5-7B-Chat,0.5458,0.5425,-0.60%,0.0886,0.0653,-26.26%
public_relations,Qwen,Qwen1.5-7B-Chat,0.6091,0.6182,+1.49%,0.1305,0.0822,-37.02%
security_studies,Qwen,Qwen1.5-7B-Chat,0.6531,0.6857,+5.00%,0.1219,0.0722,-40.79%
sociology,Qwen,Qwen1.5-7B-Chat,0.8060,0.8060,+0.00%,0.0493,0.0384,-22.09%
us_foreign_policy,Qwen,Qwen1.5-7B-Chat,0.8000,0.8000,+0.00%,0.0317,0.0317,+0.00%
virology,Qwen,Qwen1.5-7B-Chat,0.4639,0.4639,+0.00%,0.1309,0.1280,-2.20%
world_religions,Qwen,Qwen1.5-7B-Chat,0.7018,0.7076,+0.83%,0.0898,0.0688,-23.36%
