property,prefix,Context,Question,Correct Answer,negative_sample_type,yes_logprob,no_logprob,predicted_answer,is_correct
is fermented,whiskey,'',Is whiskey fermented?,Yes,random,-3.0251338481903076,-3.8363771438598633,Yes,True
is fine-grained,flour,'',Is flour fine-grained?,Yes,random,-3.873497724533081,-6.6863298416137695,Yes,True
is fired from guns,a bullet,'',Is a bullet fired from guns?,Yes,random,-3.1873373985290527,-5.330019474029541,Yes,True
is flaky,a cod,'',Is a cod flaky?,Yes,random,-4.308899879455566,-5.434322357177734,Yes,True
is flammable,a toaster,'',Is a toaster flammable?,No,random,-2.2927324771881104,-5.089796543121338,Yes,False
is flown,a rocket,'',Is a rocket flown?,Yes,random,-3.8556907176971436,-4.351754665374756,Yes,True
is footwear,a rollerskate,'',Is a rollerskate footwear?,Yes,random,-1.971906065940857,-5.0904717445373535,Yes,True
is for a ruler,a thumb,'',Is a thumb for a ruler?,No,random,-3.9849300384521484,-4.422430038452148,Yes,False
is for small animals,a scalpel,'',Is a scalpel for small animals?,No,random,-2.9913854598999023,-5.29918909072876,Yes,False
is for toddlers,a cradle,'',Is a cradle for toddlers?,Yes,random,-3.7306907176971436,-3.550743818283081,No,False
is for toddlers,a sweater,'',Is a sweater for toddlers?,No,random,-3.1681907176971436,-4.859930038452148,Yes,False
is for work,a crab,'',Is a crab for work?,No,random,-3.8542943000793457,-3.4706079959869385,No,True
is found in a harbor,a tugboat,'',Is a tugboat found in a harbor?,Yes,random,-5.310997486114502,-9.374446868896484,Yes,True
is found in airports,an airplane,'',Is an airplane found in airports?,Yes,random,-3.452075958251953,-8.124290466308594,Yes,True
is found in bathrooms,a slug,'',Is a slug found in bathrooms?,No,random,-4.592809677124023,-7.218564987182617,Yes,False
is found in circuses,a pine tree,'',Is a pine tree found in circuses?,No,random,-6.7492899894714355,-5.624783515930176,No,True
is found in grass,a buttercup,'',Is a buttercup found in grass?,Yes,random,-4.027296543121338,-10.873071670532227,Yes,True
is found in hospitals,an ambulance,'',Is an ambulance found in hospitals?,Yes,random,-3.7944376468658447,-7.685688018798828,Yes,True
is found in libraries,a lip,'',Is a lip found in libraries?,No,random,-4.217684268951416,-7.968142509460449,Yes,False
is found in pods,a bean,'',Is a bean found in pods?,Yes,random,-3.0297000408172607,-7.530249118804932,Yes,True
is found in pods,a refrigerator,'',Is a refrigerator found in pods?,No,random,-5.183159351348877,-5.621617794036865,Yes,False
is found in the arctic,an elm tree,'',Is an elm tree found in the arctic?,No,random,-5.968179702758789,-5.156026363372803,No,True
is found in the chest,a heart,'',Is a heart found in the chest?,Yes,random,-4.402042388916016,-7.527296543121338,Yes,True
is found in unhygienic conditions,a bagpipe,'',Is a bagpipe found in unhygienic conditions?,No,random,-8.062068939208984,-8.312368392944336,Yes,False
is found in warm waters,a seahorse,'',Is a seahorse found in warm waters?,Yes,random,-4.811400890350342,-8.061400413513184,Yes,True
is found on hills,a squirrel,'',Is a squirrel found on hills?,No,random,-3.259603261947632,-8.428885459899902,Yes,False
is found on ships,a harpoon,'',Is a harpoon found on ships?,Yes,random,-4.122524261474609,-7.997673988342285,Yes,True
is found on the side of head,an ear,'',Is an ear found on the side of head?,Yes,random,-3.6866438388824463,-7.999195575714111,Yes,True
is found outdoors,a swing,'',Is a swing found outdoors?,Yes,random,-4.154260158538818,-7.842809677124023,Yes,True
is fragile and delicate,bacon,'',Is bacon fragile and delicate?,No,random,-5.624195575714111,-6.124244213104248,Yes,False
is frozen,yoghurt,'',Is yoghurt frozen?,Yes,random,-3.568305015563965,-1.9382283687591553,No,False
is frozen,a wheelbarrow,'',Is a wheelbarrow frozen?,No,random,-3.8677358627319336,-3.6795177459716797,No,True
is fruity,jelly,'',Is jelly fruity?,Yes,random,-2.699897289276123,-4.622195243835449,Yes,True
is given on valentines day,a rose,'',Is a rose given on valentines day?,Yes,random,-3.568216323852539,-5.491905212402344,Yes,True
is gloopy,mayonnaise,'',Is mayonnaise gloopy?,Yes,random,-2.78938627243042,-4.87116813659668,Yes,True
is good for digestion,a prune,'',Is a prune good for digestion?,Yes,random,-2.635472059249878,-7.591031551361084,Yes,True
is good for soil,a worm,'',Is a worm good for soil?,Yes,random,-4.466993808746338,-7.466880798339844,Yes,True
is grainy,sugar,'',Is sugar grainy?,Yes,random,-3.412848949432373,-3.788393497467041,Yes,True
is ground,flour,'',Is flour ground?,Yes,random,-2.3256001472473145,-4.138653755187988,Yes,True
is grown in fields,corn,'',Is corn grown in fields?,Yes,random,-2.0544052124023438,-6.54918909072876,Yes,True
is grown in paddy fields,rice,'',Is rice grown in paddy fields?,Yes,random,-3.1209216117858887,-7.684117794036865,Yes,True
is grown in paddy fields,a sword,'',Is a sword grown in paddy fields?,No,random,-4.964542388916016,-4.96720027923584,Yes,False
is grown in summer,an asparagus,'',Is an asparagus grown in summer?,Yes,random,-4.779260158538818,-6.966993808746338,Yes,True
is grown in summer,a goose,'',Is a goose grown in summer?,No,random,-4.272363185882568,-5.772363185882568,Yes,False
is grown in warm climate,a sandwich,'',Is a sandwich grown in warm climate?,No,random,-4.463676929473877,-5.965856075286865,Yes,False
is hard to get off,a pelican,'',Is a pelican hard to get off?,No,random,-3.9573535919189453,-5.139710903167725,Yes,False
is hard to open,a television,'',Is a television hard to open?,No,random,-3.8104472160339355,-4.373188018798828,Yes,False
is hard when raw,a cup,'',Is a cup hard when raw?,No,random,-5.270540237426758,-5.581623077392578,Yes,False
is headwear,a cap,'',Is a cap headwear?,Yes,random,-1.8651032447814941,-5.709171772003174,Yes,True
is heart shaped,strawberry,'',Is strawberry heart shaped?,Yes,random,-3.2560195922851562,-4.521185874938965,Yes,True
is held by ropes,a swing,'',Is a swing held by ropes?,Yes,random,-3.1636533737182617,-5.402296543121338,Yes,True
is held in hand,a finger,'',Is a finger held in hand?,No,random,-3.395202159881592,-4.771185874938965,Yes,False
is held under the chin,a violin,'',Is a violin held under the chin?,Yes,random,-2.7139835357666016,-6.153696060180664,Yes,True
is hit with a stick,a spatula,'',Is a spatula hit with a stick?,No,random,-3.2926011085510254,-4.465035915374756,Yes,False
is hunted,an eel,'',Is an eel hunted?,Yes,random,-4.803332328796387,-6.3690714836120605,Yes,True
is hunted by foxes,a chicken,'',Is a chicken hunted by foxes?,Yes,random,-4.060797691345215,-4.811588764190674,Yes,True
is hunted by humans,a hose,'',Is a hose hunted by humans?,No,random,-4.529380798339844,-5.154600143432617,Yes,False
is hunted by whales,a penguin,'',Is a penguin hunted by whales?,Yes,random,-4.530115604400635,-4.030517578125,No,False
is in a tea bag,tea,'',Is tea in a tea bag?,Yes,random,-2.924717664718628,-3.609468936920166,Yes,True
is in the centre of the face,a nose,'',Is a nose in the centre of the face?,Yes,random,-3.1787774562835693,-3.6738290786743164,Yes,True
is indulgent,ice cream,'',Is ice cream indulgent?,Yes,random,-2.495379686355591,-5.120659351348877,Yes,True
is involved in movement,a seagull,'',Is a seagull involved in movement?,No,random,-5.433899879455566,-8.121399879455566,Yes,False
is ironed,a basin,'',Is a basin ironed?,No,random,-4.360540390014648,-4.482662677764893,Yes,False
is juicy,a moped,'',Is a moped juicy?,No,random,-5.09254264831543,-5.468332767486572,Yes,False
is kept in a hutch,a hedgehog,'',Is a hedgehog kept in a hutch?,No,random,-4.873900890350342,-5.874332904815674,Yes,False
is kept in falconries,a falcon,'',Is a falcon kept in falconries?,Yes,random,-4.1238298416137695,-7.3113298416137695,Yes,True
is kept in falconries,a swan,'',Is a swan kept in falconries?,No,random,-5.843142509460449,-4.405642509460449,No,True
is kept in vinegar,a gherkin,'',Is a gherkin kept in vinegar?,Yes,random,-4.466631889343262,-7.780419826507568,Yes,True
is killed by salt,a snail,'',Is a snail killed by salt?,Yes,random,-4.218179702758789,-8.062368392944336,Yes,True
is killed by salt,a kangaroo,'',Is a kangaroo killed by salt?,No,random,-6.184117794036865,-4.623754501342773,No,True
is killed for ivory,an elephant,'',Is an elephant killed for ivory?,Yes,random,-2.705967664718628,-4.443248748779297,Yes,True
is killed for ivory,a hornet,'',Is a hornet killed for ivory?,No,random,-5.715035915374756,-3.2320852279663086,No,True
is knee length,a cannon,'',Is a cannon knee length?,No,random,-3.731780767440796,-5.685571193695068,Yes,False
is known as the king of the jungle,a lorry,'',Is a lorry known as the king of the jungle?,No,random,-5.904131889343262,-4.28036642074585,No,True
is known to have short memory,a goldfish,'',Is a goldfish known to have short memory?,Yes,random,-5.406026363372803,-7.90594482421875,Yes,True
is known to have short memory,a nightingale,'',Is a nightingale known to have short memory?,No,random,-6.280832767486572,-8.56222152709961,Yes,False
is known to headbutt,a shrimp,'',Is a shrimp known to headbutt?,No,random,-6.749373435974121,-5.562119960784912,No,True
is light when empty,a bucket,'',Is a bucket light when empty?,Yes,random,-2.7590134143829346,-4.5876336097717285,Yes,True
is liquid,beer,'',Is beer liquid?,Yes,random,-2.83124041557312,-4.208685874938965,Yes,True
is low-powered,a moped,'',Is a moped low-powered?,Yes,random,-2.9966177940368652,-6.185024261474609,Yes,True
is luxurious,butter,'',Is butter luxurious?,No,random,-4.09254264831543,-5.278995513916016,Yes,False
is made by bakers,bread,'',Is bread made by bakers?,Yes,random,-2.971268892288208,-6.928332328796387,Yes,True
is made by boiling fruit,jam,'',Is jam made by boiling fruit?,Yes,random,-2.9043805599212646,-6.466760158538818,Yes,True
is made by boiling fruit,a mug,'',Is a mug made by boiling fruit?,No,random,-4.840856075286865,-4.529493808746338,No,True
is made from grapes,wine,'',Is wine made from grapes?,Yes,random,-2.0329296588897705,-4.988952159881592,Yes,True
is made from grapes,a bus,'',Is a bus made from grapes?,No,random,-4.12201452255249,-3.57659912109375,No,True
is made from sugarcane,a swing,'',Is a swing made from sugarcane?,No,random,-4.280309677124023,-5.6557464599609375,Yes,False
is made in a mill,a soup,'',Is a soup made in a mill?,No,random,-3.7926011085510254,-4.778850555419922,Yes,False
is made of alcohol,brandy,'',Is brandy made of alcohol?,Yes,random,-1.8647273778915405,-4.571211814880371,Yes,True
is made of alcohol,a moose,'',Is a moose made of alcohol?,No,random,-5.433159351348877,-2.8730714321136475,No,True
is made of blood vessels,a heart,'',Is a heart made of blood vessels?,Yes,random,-2.824233055114746,-5.779260158538818,Yes,True
is made of calcium carbonate,a scallop,'',Is a scallop made of calcium carbonate?,Yes,random,-3.873497724533081,-7.749332904815674,Yes,True
is made of churned milk,butter,'',Is butter made of churned milk?,Yes,random,-2.6116890907287598,-5.864618301391602,Yes,True
is made of connective tissue,a thumb,'',Is a thumb made of connective tissue?,Yes,random,-4.654380798339844,-5.529881954193115,Yes,True
is made of elastic,a belt,'',Is a belt made of elastic?,Yes,random,-3.4422476291656494,-4.272899627685547,Yes,True
is made of elastic,a spoon,'',Is a spoon made of elastic?,No,random,-3.173769235610962,-3.1741890907287598,Yes,False
is made of fermented grain,a caterpillar,'',Is a caterpillar made of fermented grain?,No,random,-5.216495513916016,-4.718017578125,No,True
is made of fermented milk,yoghurt,'',Is yoghurt made of fermented milk?,Yes,random,-2.1694376468658447,-6.528696060180664,Yes,True
is made of fibres,a heart,'',Is a heart made of fibres?,Yes,random,-2.7488276958465576,-3.810253858566284,Yes,True
is made of flesh,a barrel,'',Is a barrel made of flesh?,No,random,-4.867393970489502,-4.620921611785889,No,True
is made of fruit and sugar,jelly,'',Is jelly made of fruit and sugar?,Yes,random,-2.6197662353515625,-5.120659351348877,Yes,True
is made of fruit and sugar,a wolf,'',Is a wolf made of fruit and sugar?,No,random,-4.874143600463867,-3.9994471073150635,No,True
is made of grapes,wine,'',Is wine made of grapes?,Yes,random,-1.6946791410446167,-4.564901828765869,Yes,True
is made of grapes,a shovel,'',Is a shovel made of grapes?,No,random,-4.935173988342285,-3.576859712600708,No,True
is made of ground grain,flour,'',Is flour made of ground grain?,Yes,random,-1.8784375190734863,-6.80951452255249,Yes,True
is made of iron,a dice,'',Is a dice made of iron?,No,random,-2.95624041557312,-3.5848634243011475,Yes,False
is made of juniper berries,gin,'',Is gin made of juniper berries?,Yes,random,-2.1935195922851562,-5.712240695953369,Yes,True
is made of keratin,a dishwasher,'',Is a dishwasher made of keratin?,No,random,-7.7479472160339355,-4.061529636383057,No,True
is made of malt,whiskey,'',Is whiskey made of malt?,Yes,random,-2.6035380363464355,-3.8535380363464355,Yes,True
is made of minerals,radish,'',Is radish made of minerals?,No,random,-6.310315132141113,-5.999029636383057,No,True
is made of muscles,an arm,'',Is an arm made of muscles?,Yes,random,-3.60188627243042,-4.650850296020508,Yes,True
is made of muscles,a club,'',Is a club made of muscles?,No,random,-3.8897109031677246,-4.457353591918945,Yes,False
is made of neoprene,a wetsuit,'',Is a wetsuit made of neoprene?,Yes,random,-2.6520423889160156,-6.529380798339844,Yes,True
is made of neoprene,butter,'',Is butter made of neoprene?,No,random,-5.780517578125,-4.531012058258057,No,True
is made of sheer fabric,a veil,'',Is a veil made of sheer fabric?,Yes,random,-3.2937464714050293,-6.80951452255249,Yes,True
is made of small parts,a chandelier,'',Is a chandelier made of small parts?,Yes,random,-4.27970027923584,-7.843142509460449,Yes,True
is made of stretchy material,a leotard,'',Is a leotard made of stretchy material?,Yes,random,-3.1855714321136475,-7.311643600463867,Yes,True
is made of tissue,a buggy,'',Is a buggy made of tissue?,No,random,-4.060797691345215,-4.686873435974121,Yes,False
is made of two slices of bread,a sandwich,'',Is a sandwich made of two slices of bread?,Yes,random,-2.3208658695220947,-3.634216070175171,Yes,True
is made using flour,bread,'',Is bread made using flour?,Yes,random,-1.8902157545089722,-5.762529373168945,Yes,True
is made with jelly mix,pumpkin,'',Is pumpkin made with jelly mix?,No,random,-6.185688018798828,-4.498400688171387,No,True
is manmade,a jacket,'',Is a jacket manmade?,Yes,random,-2.650691270828247,-4.31667947769165,Yes,True
is manned by a crew,a ship,'',Is a ship manned by a crew?,Yes,random,-2.7281477451324463,-5.350273609161377,Yes,True
is modern,a blender,'',Is a blender modern?,Yes,random,-3.3228089809417725,-5.840035915374756,Yes,True
is moveable,a lorry,'',Is a lorry moveable?,Yes,random,-3.2498373985290527,-6.270540237426758,Yes,True
is not flammable,a tambourine,'',Is a tambourine not flammable?,No,random,-5.935571193695068,-6.874143600463867,Yes,False
is often eaten for breakfast,a heart,'',Is a heart often eaten for breakfast?,No,random,-4.436173915863037,-6.999088764190674,Yes,False
is often eaten with cream,earmuffs,'',Is earmuffs often eaten with cream?,No,random,-5.562142848968506,-5.999783515930176,Yes,False
is often sold by kids,lemonade,'',Is lemonade often sold by kids?,Yes,random,-2.089129686355591,-8.18486499786377,Yes,True
is on Christmas cards,a robin,'',Is a robin on christmas cards?,Yes,random,-3.372814893722534,-7.186400890350342,Yes,True
is on the foot,kiwi,'',Is kiwi on the foot?,No,random,-4.109930038452148,-4.109930038452148,No,True
is operated by humans,an oil tanker,'',Is an oil tanker operated by humans?,Yes,random,-3.634216070175171,-5.089271545410156,Yes,True
is operated by humans,a sink,'',Is a sink operated by humans?,No,random,-3.7312464714050293,-5.217381954193115,Yes,False
is operated by sailors,a boat,'',Is a boat operated by sailors?,Yes,random,-4.110836505889893,-6.491385459899902,Yes,True
is operated by sailors,a swimsuit,'',Is a swimsuit operated by sailors?,No,random,-4.999029636383057,-4.312203884124756,No,True
is ornamental,a typewriter,'',Is a typewriter ornamental?,No,random,-4.1527605056762695,-4.841196060180664,Yes,False
is part of a suit,a jacket,'',Is a jacket part of a suit?,Yes,random,-2.528695821762085,-4.779131889343262,Yes,True
is part of the circulatory system,a dog,'',Is a dog part of the circulatory system?,No,random,-6.092749118804932,-3.405857801437378,No,True
is peaty,a belt,'',Is a belt peaty?,No,random,-4.176452159881592,-4.551452159881592,Yes,False
is perishable,cabbage,'',Is cabbage perishable?,Yes,random,-2.5324902534484863,-4.9541401863098145,Yes,True
is perishable,a salmon,'',Is a salmon perishable?,No,random,-2.2322237491607666,-6.465856075286865,Yes,False
is pickled,cucumber,'',Is cucumber pickled?,Yes,random,-2.8342928886413574,-3.5863771438598633,Yes,True
is pickled,a ferry,'',Is a ferry pickled?,No,random,-6.464542388916016,-5.215856075286865,No,True
is pink when cooked,a prawn,'',Is a prawn pink when cooked?,Yes,random,-3.6178531646728516,-3.9345145225524902,Yes,True
is pink when cooked,a sardine,'',Is a sardine pink when cooked?,No,random,-4.0904717445373535,-5.092100143432617,Yes,False
is planted,a tulip,'',Is a tulip planted?,Yes,random,-4.270540237426758,-4.451153755187988,Yes,True
is played by a saxophonist,a saxophone,'',Is a saxophone played by a saxophonist?,Yes,random,-2.811467170715332,-6.249143600463867,Yes,True
is played by a violinist,flour,'',Is flour played by a violinist?,No,random,-5.6238298416137695,-5.061911582946777,No,True
is played by an organist,a robe,'',Is a robe played by an organist?,No,random,-3.904132127761841,-4.967809677124023,Yes,False
is played by cellists,a cello,'',Is a cello played by cellists?,Yes,random,-3.342684507369995,-6.780603408813477,Yes,True
is played by cellists,a peeler,'',Is a peeler played by cellists?,No,random,-4.404881954193115,-3.9057466983795166,No,True
is played by music bands,grape,'',Is grape played by music bands?,No,random,-3.4947662353515625,-5.245082378387451,Yes,False
is played by musicians,a guitar,'',Is a guitar played by musicians?,Yes,random,-3.294853925704956,-8.123188018798828,Yes,True
is played by people in kilts,a bagpipe,'',Is a bagpipe played by people in kilts?,Yes,random,-3.1870694160461426,-7.374703884124756,Yes,True
is played by pressing keys,a harpsichord,'',Is a harpsichord played by pressing keys?,Yes,random,-2.7489006519317627,-8.124619483947754,Yes,True
is played in brass bands,a tuba,'',Is a tuba played in brass bands?,Yes,random,-2.966195821762085,-7.34254264831543,Yes,True
is played sitting down,a piano,'',Is a piano played sitting down?,Yes,random,-2.2006001472473145,-5.205845832824707,Yes,True
is played with,a ball,'',Is a ball played with?,Yes,random,-3.476754665374756,-5.3568501472473145,Yes,True
is played with a bow,sugar,'',Is sugar played with a bow?,No,random,-6.02970027923584,-6.28071403503418,Yes,False
is played with a pick,a guitar,'',Is a guitar played with a pick?,Yes,random,-2.9338998794555664,-4.685900688171387,Yes,True
is played with hands,a frisbee,'',Is a frisbee played with hands?,Yes,random,-2.4968223571777344,-7.561254501342773,Yes,True
is played with hands,a deckchair,'',Is a deckchair played with hands?,No,random,-4.77970027923584,-5.0307769775390625,Yes,False
is popular in country music,a banjo,'',Is a banjo popular in country music?,Yes,random,-3.0302491188049316,-9.123967170715332,Yes,True
is pork,a rollerskate,'',Is a rollerskate pork?,No,random,-5.310571193695068,-3.2491955757141113,No,True
is portable,a violin,'',Is a violin portable?,Yes,random,-3.4980714321136475,-8.123400688171387,Yes,True
is powered by air,an owl,'',Is an owl powered by air?,No,random,-4.654380798339844,-4.966993808746338,Yes,False
is pressurised,a currant,'',Is a currant pressurised?,No,random,-3.9271180629730225,-4.678332328796387,Yes,False
is preyed on by lions,a zebra,'',Is a zebra preyed on by lions?,Yes,random,-3.0610885620117188,-7.874332904815674,Yes,True
is preyed on by lions,ham,'',Is ham preyed on by lions?,No,random,-5.811643600463867,-5.562119960784912,No,True
is prickly,pineapple,'',Is pineapple prickly?,Yes,random,-4.058421611785889,-4.4322662353515625,Yes,True
is produced by distilling wine,brandy,'',Is brandy produced by distilling wine?,Yes,random,-2.2601406574249268,-6.840035915374756,Yes,True
is produced by mammals,a car,'',Is a car produced by mammals?,No,random,-5.247673988342285,-3.498674154281616,No,True
is professional clothing,blueberry,'',Is blueberry professional clothing?,No,random,-3.634603261947632,-4.431929588317871,Yes,False
is protective,a cloak,'',Is a cloak protective?,Yes,random,-2.900503158569336,-4.458685874938965,Yes,True
is pulled back,a television,'',Is a television pulled back?,No,random,-4.441626071929932,-3.689901828765869,No,True
is pulled by dogs,a kettle,'',Is a kettle pulled by dogs?,No,random,-4.2154717445373535,-3.841993808746338,No,True
is pulled by oxen,a plow,'',Is a plow pulled by oxen?,Yes,random,-3.0428595542907715,-6.497815132141113,Yes,True
is purchased in sets,a plate,'',Is a plate purchased in sets?,Yes,random,-3.6038129329681396,-3.4806907176971436,No,False
is pushed,a wheelbarrow,'',Is a wheelbarrow pushed?,Yes,random,-3.7045865058898926,-4.580845832824707,Yes,True
is pushed with feet,a penguin,'',Is a penguin pushed with feet?,No,random,-3.600348949432373,-4.243690013885498,Yes,False
is put into bouquets,a carnation,'',Is a carnation put into bouquets?,Yes,random,-3.6678595542907715,-10.49752426147461,Yes,True
is quick to cook,bacon,'',Is bacon quick to cook?,Yes,random,-4.561946868896484,-7.312012195587158,Yes,True
is quick to grow,a caravan,'',Is a caravan quick to grow?,No,random,-3.715941905975342,-4.073208332061768,Yes,False
is red when ripe,a bowl,'',Is a bowl red when ripe?,No,random,-3.3185195922851562,-4.083040237426758,Yes,False
is required for movement,a bone,'',Is a bone required for movement?,Yes,random,-6.436254501342773,-5.749595642089844,No,False
is required for movement,an oven,'',Is an oven required for movement?,No,random,-5.115832328796387,-4.237490653991699,No,True
is required for speaking,a tongue,'',Is a tongue required for speaking?,Yes,random,-4.810024261474609,-5.3104472160339355,Yes,True
is reusable,a bag,'',Is a bag reusable?,Yes,random,-2.642519235610962,-5.578205108642578,Yes,True
is rhythmic,a fork,'',Is a fork rhythmic?,No,random,-5.185024261474609,-6.435900688171387,Yes,False
is rigid,a bolt,'',Is a bolt rigid?,Yes,random,-4.9947662353515625,-5.183899879455566,Yes,True
is ripe in autumn,a minnow,'',Is a minnow ripe in autumn?,No,random,-6.341031551361084,-7.342293739318848,Yes,False
is seasonal,an asparagus,'',Is an asparagus seasonal?,Yes,random,-2.0396158695220947,-5.272899627685547,Yes,True
is served with meat and potatoes,broccoli,'',Is broccoli served with meat and potatoes?,Yes,random,-4.652042388916016,-7.153356075286865,Yes,True
is served with tonic,a flute,'',Is a flute served with tonic?,No,random,-4.68287992477417,-5.436400890350342,Yes,False
is set free at weddings,a dove,'',Is a dove set free at weddings?,Yes,random,-3.833040237426758,-4.835903167724609,Yes,True
is set free at weddings,a fox,'',Is a fox set free at weddings?,No,random,-5.333685874938965,-5.214271545410156,No,True
is shaped like a box,a washing machine,'',Is a washing machine shaped like a box?,Yes,random,-1.9940714836120605,-6.746617794036865,Yes,True
is shaped like a bulb,turnip,'',Is turnip shaped like a bulb?,Yes,random,-4.685173988342285,-5.811467170715332,Yes,True
is shaped like a bulb,a jellyfish,'',Is a jellyfish shaped like a bulb?,No,random,-3.780470371246338,-6.7809038162231445,Yes,False
is shaped like a shell,jeans,'',Is jeans shaped like a shell?,No,random,-3.6520423889160156,-5.153169631958008,Yes,False
is shaped like a tree,a dog,'',Is a dog shaped like a tree?,No,random,-5.528850555419922,-4.405184268951416,No,True
is slimy,a trout,'',Is a trout slimy?,Yes,random,-3.1949033737182617,-5.680784702301025,Yes,True
is slow on land,a tortoise,'',Is a tortoise slow on land?,Yes,random,-3.1038906574249268,-6.338983535766602,Yes,True
is slow on land,an apron,'',Is an apron slow on land?,No,random,-4.279260158538818,-6.779260158538818,Yes,False
is slow on roads,butter,'',Is butter slow on roads?,No,random,-5.1527605056762695,-6.529131889343262,Yes,False
is smooth on the outside,tomato,'',Is tomato smooth on the outside?,Yes,random,-3.8086681365966797,-4.744429588317871,Yes,True
is soft when ripe,a tugboat,'',Is a tugboat soft when ripe?,No,random,-6.623400688171387,-5.624143600463867,No,True
is sold at ice cream vans,ice cream,'',Is ice cream sold at ice cream vans?,Yes,random,-3.442580461502075,-5.962240695953369,Yes,True
is solidified,mango,'',Is mango solidified?,No,random,-2.9335145950317383,-4.600273609161377,Yes,False
is solitary,a rhino,'',Is a rhino solitary?,Yes,random,-2.306190252304077,-4.994429588317871,Yes,True
is sparkling wine,champagne,'',Is champagne sparkling wine?,Yes,random,-2.615832567214966,-3.802744150161743,Yes,True
is sparkling wine,a beetle,'',Is a beetle sparkling wine?,No,random,-4.3697662353515625,-4.4348649978637695,Yes,False
is speckled,a locust,'',Is a locust speckled?,No,random,-4.74701452255249,-6.998188018798828,Yes,False
is spherical in shape,a chestnut tree,'',Is a chestnut tree spherical in shape?,Yes,random,-5.368690013885498,-4.121617794036865,No,False
is spiky,an artichoke,'',Is an artichoke spiky?,Yes,random,-3.873400926589966,-6.185997486114502,Yes,True
is steered,a houseboat,'',Is a houseboat steered?,Yes,random,-2.557262897491455,-5.416958332061768,Yes,True
is sticky,jelly,'',Is jelly sticky?,Yes,random,-2.0856552124023438,-4.892519474029541,Yes,True
is stood on,scissors,'',Is scissors stood on?,No,random,-4.173336505889893,-4.987490653991699,Yes,False
is stored in a barrel,beer,'',Is beer stored in a barrel?,Yes,random,-3.154132127761841,-8.686400413513184,Yes,True
is streamlined,a penguin,'',Is a penguin streamlined?,Yes,random,-3.279493808746338,-5.841993808746338,Yes,True
is streamlined,gin,'',Is gin streamlined?,No,random,-4.528850555419922,-5.779380798339844,Yes,False
is struck,a gong,'',Is a gong struck?,Yes,random,-3.441904306411743,-4.206623077392578,Yes,True
is sturdy,a raft,'',Is a raft sturdy?,Yes,random,-4.302743911743164,-4.98668909072876,Yes,True
is taut,a bow,'',Is a bow taut?,Yes,random,-4.6848649978637695,-5.561088562011719,Yes,True
is taut,a jacket,'',Is a jacket taut?,No,random,-4.358965873718262,-4.301452159881592,No,True
is territorial,a leopard,'',Is a leopard territorial?,Yes,random,-2.4635162353515625,-6.213983535766602,Yes,True
is territorial,milk,'',Is milk territorial?,No,random,-4.080845832824707,-5.262529373168945,Yes,False
is the largest animal,a whale,'',Is a whale the largest animal?,Yes,random,-1.950600028038025,-3.3881001472473145,Yes,True
is the leg of a pig,a rhino,'',Is a rhino the leg of a pig?,No,random,-5.117393970489502,-2.7461681365966797,No,True
is the size of one's fist,a refrigerator,'',Is a refrigerator the size of one's fist?,No,random,-6.310173988342285,-5.186744213104248,No,True
is thought to be cunning,a jellyfish,'',Is a jellyfish thought to be cunning?,No,random,-6.749783515930176,-6.374820709228516,No,True
is thrown,a wolf,'',Is a wolf thrown?,No,random,-3.708477258682251,-3.565713405609131,No,True
is thrust,a spear,'',Is a spear thrust?,Yes,random,-3.316904306411743,-3.9404196739196777,Yes,True
is tightened,tights,'',Is tights tightened?,No,random,-3.9178926944732666,-3.9167943000793457,No,True
is tropical,a cat,'',Is a cat tropical?,No,random,-3.8739006519317627,-5.499195575714111,Yes,False
is underwear,a nut,'',Is a nut underwear?,No,random,-4.897899627685547,-3.5428595542907715,No,True
is upright,a buttercup,'',Is a buttercup upright?,No,random,-3.6802358627319336,-6.3291401863098145,Yes,False
is upright while swimming,a kayak,'',Is a kayak upright while swimming?,No,random,-4.077210903167725,-5.394123077392578,Yes,False
is used against weeds,a hoe,'',Is a hoe used against weeds?,Yes,random,-4.653169631958008,-8.43342113494873,Yes,True
is used against weeds,a spear,'',Is a spear used against weeds?,No,random,-6.435900688171387,-9.123588562011719,Yes,False
is used as a shroud,a nectarine,'',Is a nectarine used as a shroud?,No,random,-7.312283515930176,-6.687438011169434,No,True
is used by bartenders,a drum,'',Is a drum used by bartenders?,No,random,-4.748588562011719,-7.187238693237305,Yes,False
is used by burglars,a crowbar,'',Is a crowbar used by burglars?,Yes,random,-3.5766913890838623,-6.84254264831543,Yes,True
is used by burglars,a slug,'',Is a slug used by burglars?,No,random,-4.12201452255249,-5.873071193695068,Yes,False
is used by carpenters and masons,a chisel,'',Is a chisel used by carpenters and masons?,Yes,random,-2.9795336723327637,-7.74701452255249,Yes,True
is used by carpenters and masons,an ambulance,'',Is an ambulance used by carpenters and masons?,No,random,-4.466993808746338,-4.592970371246338,Yes,False
is used by cavemen,a dog,'',Is a dog used by cavemen?,No,random,-4.873497486114502,-4.624569416046143,No,True
is used by chefs,an apron,'',Is an apron used by chefs?,Yes,random,-3.4819376468658447,-6.810024261474609,Yes,True
is used by clowns,a unicycle,'',Is a unicycle used by clowns?,Yes,random,-3.437119960784912,-8.437383651733398,Yes,True
