Domain,Family,Model,Plain Acc,KFold Acc,Acc % Change,Plain RSTD,KFold RSTD,RSTD % Change
high_school_computer_science,Qwen,Qwen1.5-32B-Chat,0.8400,0.8300,-1.19%,0.1009,0.0893,-11.43%
high_school_european_history,Qwen,Qwen1.5-32B-Chat,0.8424,0.8485,+0.72%,0.0569,0.0537,-5.65%
high_school_geography,Qwen,Qwen1.5-32B-Chat,0.8687,0.8535,-1.74%,0.0421,0.0372,-11.70%
high_school_government_and_politics,Qwen,Qwen1.5-32B-Chat,0.8964,0.8964,+0.00%,0.0512,0.0610,+19.20%
high_school_macroeconomics,Qwen,Qwen1.5-32B-Chat,0.7308,0.7538,+3.16%,0.0861,0.0697,-19.07%
high_school_mathematics,Qwen,Qwen1.5-32B-Chat,0.3667,0.3889,+6.06%,0.1086,0.0549,-49.46%
high_school_microeconomics,Qwen,Qwen1.5-32B-Chat,0.7815,0.7773,-0.54%,0.0590,0.0647,+9.61%
high_school_physics,Qwen,Qwen1.5-32B-Chat,0.5298,0.5364,+1.25%,0.1112,0.0885,-20.43%
high_school_psychology,Qwen,Qwen1.5-32B-Chat,0.8532,0.8587,+0.65%,0.0403,0.0377,-6.38%
high_school_statistics,Qwen,Qwen1.5-32B-Chat,0.6111,0.6389,+4.55%,0.0768,0.1063,+38.36%
high_school_us_history,Qwen,Qwen1.5-32B-Chat,0.8627,0.8676,+0.57%,0.0514,0.0471,-8.42%
high_school_world_history,Qwen,Qwen1.5-32B-Chat,0.8608,0.8650,+0.49%,0.0507,0.0338,-33.31%
human_aging,Qwen,Qwen1.5-32B-Chat,0.7937,0.7713,-2.82%,0.0181,0.0339,+87.18%
human_sexuality,Qwen,Qwen1.5-32B-Chat,0.8244,0.7786,-5.56%,0.0438,0.0847,+93.50%
international_law,Qwen,Qwen1.5-32B-Chat,0.7769,0.7686,-1.06%,0.0625,0.0819,+31.16%
jurisprudence,Qwen,Qwen1.5-32B-Chat,0.8056,0.7870,-2.30%,0.0459,0.0885,+92.99%
logical_fallacies,Qwen,Qwen1.5-32B-Chat,0.8405,0.8466,+0.73%,0.0488,0.0416,-14.83%
machine_learning,Qwen,Qwen1.5-32B-Chat,0.4821,0.4732,-1.85%,0.1170,0.1077,-7.88%
management,Qwen,Qwen1.5-32B-Chat,0.8058,0.8252,+2.41%,0.0626,0.0622,-0.56%
marketing,Qwen,Qwen1.5-32B-Chat,0.8932,0.8932,+0.00%,0.0439,0.0376,-14.27%
medical_genetics,Qwen,Qwen1.5-32B-Chat,0.7200,0.7200,+0.00%,0.0752,0.0800,+6.38%
miscellaneous,Qwen,Qwen1.5-32B-Chat,0.8761,0.8736,-0.29%,0.0054,0.0086,+61.24%
moral_disputes,Qwen,Qwen1.5-32B-Chat,0.7457,0.7514,+0.78%,0.0169,0.0522,+209.00%
moral_scenarios,Qwen,Qwen1.5-32B-Chat,0.4916,0.5810,+18.18%,0.3335,0.2708,-18.78%
nutrition,Qwen,Qwen1.5-32B-Chat,0.7516,0.7582,+0.87%,0.0180,0.0206,+14.26%
philosophy,Qwen,Qwen1.5-32B-Chat,0.7814,0.7685,-1.65%,0.0062,0.0528,+755.22%
prehistory,Qwen,Qwen1.5-32B-Chat,0.7500,0.7654,+2.06%,0.0381,0.0171,-55.05%
professional_accounting,Qwen,Qwen1.5-32B-Chat,0.5816,0.5851,+0.61%,0.1363,0.1262,-7.39%
professional_law,Qwen,Qwen1.5-32B-Chat,0.5476,0.5463,-0.24%,0.0681,0.0688,+1.06%
professional_medicine,Qwen,Qwen1.5-32B-Chat,0.7574,0.7610,+0.49%,0.0662,0.0822,+24.30%
professional_psychology,Qwen,Qwen1.5-32B-Chat,0.7222,0.7206,-0.23%,0.0526,0.0635,+20.77%
public_relations,Qwen,Qwen1.5-32B-Chat,0.6545,0.6364,-2.78%,0.0751,0.0761,+1.35%
security_studies,Qwen,Qwen1.5-32B-Chat,0.7020,0.7224,+2.91%,0.0836,0.0812,-2.78%
sociology,Qwen,Qwen1.5-32B-Chat,0.8259,0.8408,+1.81%,0.0507,0.0328,-35.31%
us_foreign_policy,Qwen,Qwen1.5-32B-Chat,0.8800,0.8900,+1.14%,0.1172,0.0888,-24.21%
virology,Qwen,Qwen1.5-32B-Chat,0.5361,0.5120,-4.49%,0.0552,0.0915,+65.80%
world_religions,Qwen,Qwen1.5-32B-Chat,0.8363,0.8421,+0.70%,0.0586,0.0496,-15.44%
abstract_algebra,Qwen,Qwen1.5-7B,0.3500,0.3500,+0.00%,0.3110,0.1552,-50.09%
anatomy,Qwen,Qwen1.5-7B,0.4667,0.4519,-3.17%,0.1354,0.0586,-56.69%
astronomy,Qwen,Qwen1.5-7B,0.6184,0.5987,-3.19%,0.1217,0.0724,-40.47%
business_ethics,Qwen,Qwen1.5-7B,0.6300,0.6500,+3.17%,0.1132,0.0509,-55.03%
clinical_knowledge,Qwen,Qwen1.5-7B,0.6151,0.6189,+0.61%,0.0643,0.0390,-39.42%
college_biology,Qwen,Qwen1.5-7B,0.5972,0.6111,+2.33%,0.0851,0.0505,-40.62%
college_chemistry,Qwen,Qwen1.5-7B,0.4200,0.4000,-4.76%,0.1475,0.0407,-72.42%
college_computer_science,Qwen,Qwen1.5-7B,0.3900,0.4700,+20.51%,0.1312,0.0888,-32.26%
college_mathematics,Qwen,Qwen1.5-7B,0.3800,0.3600,-5.26%,0.1950,0.0537,-72.44%
college_medicine,Qwen,Qwen1.5-7B,0.5723,0.5665,-1.01%,0.0763,0.0746,-2.30%
college_physics,Qwen,Qwen1.5-7B,0.3922,0.3627,-7.50%,0.1804,0.0602,-66.63%
computer_security,Qwen,Qwen1.5-7B,0.6500,0.6600,+1.54%,0.1425,0.0953,-33.16%
conceptual_physics,Qwen,Qwen1.5-7B,0.5106,0.5064,-0.83%,0.1282,0.0488,-61.93%
econometrics,Qwen,Qwen1.5-7B,0.4474,0.4386,-1.96%,0.1890,0.1448,-23.39%
electrical_engineering,Qwen,Qwen1.5-7B,0.5586,0.5103,-8.64%,0.1873,0.1039,-44.55%
elementary_mathematics,Qwen,Qwen1.5-7B,0.4206,0.4471,+6.29%,0.1870,0.0136,-92.74%
formal_logic,Qwen,Qwen1.5-7B,0.3095,0.4206,+35.90%,0.1598,0.0679,-57.53%
global_facts,Qwen,Qwen1.5-7B,0.3400,0.3500,+2.94%,0.2318,0.0853,-63.19%
high_school_biology,Qwen,Qwen1.5-7B,0.6677,0.6774,+1.45%,0.0486,0.0420,-13.75%
high_school_chemistry,Qwen,Qwen1.5-7B,0.5320,0.4828,-9.26%,0.2024,0.1145,-43.43%
high_school_computer_science,Qwen,Qwen1.5-7B,0.6500,0.6700,+3.08%,0.0360,0.0934,+159.18%
high_school_european_history,Qwen,Qwen1.5-7B,0.6667,0.6364,-4.55%,0.1095,0.1021,-6.76%
high_school_geography,Qwen,Qwen1.5-7B,0.6768,0.6818,+0.75%,0.1294,0.1046,-19.20%
high_school_government_and_politics,Qwen,Qwen1.5-7B,0.7565,0.7565,+0.00%,0.0849,0.0607,-28.57%
high_school_macroeconomics,Qwen,Qwen1.5-7B,0.5103,0.5256,+3.02%,0.0969,0.0531,-45.22%
high_school_mathematics,Qwen,Qwen1.5-7B,0.2926,0.3222,+10.13%,0.2457,0.0774,-68.50%
high_school_microeconomics,Qwen,Qwen1.5-7B,0.5462,0.5504,+0.77%,0.0946,0.0498,-47.42%
high_school_physics,Qwen,Qwen1.5-7B,0.3377,0.3642,+7.84%,0.1445,0.0917,-36.53%
high_school_psychology,Qwen,Qwen1.5-7B,0.7431,0.7541,+1.48%,0.0682,0.0358,-47.52%
high_school_statistics,Qwen,Qwen1.5-7B,0.3843,0.3796,-1.20%,0.1673,0.0397,-76.24%
high_school_us_history,Qwen,Qwen1.5-7B,0.7157,0.7157,+0.00%,0.1323,0.0909,-31.23%
high_school_world_history,Qwen,Qwen1.5-7B,0.7553,0.7342,-2.79%,0.0762,0.0629,-17.49%
human_aging,Qwen,Qwen1.5-7B,0.5964,0.6278,+5.26%,0.1054,0.0210,-80.03%
human_sexuality,Qwen,Qwen1.5-7B,0.6718,0.6870,+2.27%,0.1409,0.0937,-33.51%
international_law,Qwen,Qwen1.5-7B,0.6777,0.6612,-2.44%,0.0799,0.0531,-33.56%
jurisprudence,Qwen,Qwen1.5-7B,0.6667,0.6667,+0.00%,0.1359,0.0640,-52.95%
logical_fallacies,Qwen,Qwen1.5-7B,0.6503,0.6442,-0.94%,0.1318,0.0984,-25.35%
machine_learning,Qwen,Qwen1.5-7B,0.3750,0.3571,-4.76%,0.1468,0.0676,-53.93%
management,Qwen,Qwen1.5-7B,0.6990,0.6893,-1.39%,0.1654,0.1227,-25.77%
marketing,Qwen,Qwen1.5-7B,0.8077,0.8205,+1.59%,0.0494,0.0446,-9.74%
medical_genetics,Qwen,Qwen1.5-7B,0.5800,0.5700,-1.72%,0.0869,0.0356,-58.98%
miscellaneous,Qwen,Qwen1.5-7B,0.7395,0.7446,+0.69%,0.0650,0.0198,-69.53%
moral_disputes,Qwen,Qwen1.5-7B,0.5694,0.5607,-1.52%,0.1262,0.0819,-35.15%
moral_scenarios,Qwen,Qwen1.5-7B,0.2425,0.2927,+20.74%,0.4330,0.0912,-78.93%
nutrition,Qwen,Qwen1.5-7B,0.6209,0.6144,-1.05%,0.0883,0.0517,-41.39%
philosophy,Qwen,Qwen1.5-7B,0.6013,0.6045,+0.53%,0.1457,0.0872,-40.15%
prehistory,Qwen,Qwen1.5-7B,0.6173,0.6142,-0.50%,0.1158,0.0720,-37.78%
professional_accounting,Qwen,Qwen1.5-7B,0.3865,0.3936,+1.83%,0.2037,0.0612,-69.94%
professional_law,Qwen,Qwen1.5-7B,0.4022,0.4061,+0.97%,0.1225,0.0106,-91.35%
professional_medicine,Qwen,Qwen1.5-7B,0.5588,0.5478,-1.97%,0.1360,0.0779,-42.71%
professional_psychology,Qwen,Qwen1.5-7B,0.5180,0.5114,-1.26%,0.0696,0.0305,-56.13%
public_relations,Qwen,Qwen1.5-7B,0.6000,0.6273,+4.55%,0.0509,0.0334,-34.35%
security_studies,Qwen,Qwen1.5-7B,0.6082,0.6490,+6.71%,0.1156,0.0556,-51.87%
sociology,Qwen,Qwen1.5-7B,0.7612,0.7811,+2.61%,0.0970,0.0500,-48.41%
us_foreign_policy,Qwen,Qwen1.5-7B,0.7700,0.8000,+3.90%,0.0847,0.0597,-29.43%
virology,Qwen,Qwen1.5-7B,0.4277,0.4036,-5.63%,0.1011,0.1198,+18.44%
world_religions,Qwen,Qwen1.5-7B,0.7193,0.6901,-4.07%,0.1040,0.0742,-28.66%
abstract_algebra,Qwen,Qwen1.5-7B-Chat,0.3800,0.3600,-5.26%,0.2711,0.2110,-22.17%
anatomy,Qwen,Qwen1.5-7B-Chat,0.5185,0.4963,-4.29%,0.0544,0.0440,-19.19%
astronomy,Qwen,Qwen1.5-7B-Chat,0.6118,0.5987,-2.15%,0.0752,0.0724,-3.68%
business_ethics,Qwen,Qwen1.5-7B-Chat,0.6200,0.6300,+1.61%,0.0734,0.0750,+2.23%
clinical_knowledge,Qwen,Qwen1.5-7B-Chat,0.6491,0.6453,-0.58%,0.0426,0.0319,-25.21%
college_biology,Qwen,Qwen1.5-7B-Chat,0.6389,0.6458,+1.09%,0.0666,0.0793,+19.15%
college_chemistry,Qwen,Qwen1.5-7B-Chat,0.4100,0.4400,+7.32%,0.0891,0.0495,-44.40%
college_computer_science,Qwen,Qwen1.5-7B-Chat,0.4800,0.5200,+8.33%,0.0998,0.0693,-30.57%
college_mathematics,Qwen,Qwen1.5-7B-Chat,0.3900,0.3700,-5.13%,0.2357,0.1427,-39.45%
college_medicine,Qwen,Qwen1.5-7B-Chat,0.5549,0.5434,-2.08%,0.1051,0.0762,-27.49%
college_physics,Qwen,Qwen1.5-7B-Chat,0.4216,0.4118,-2.33%,0.1464,0.0866,-40.86%
computer_security,Qwen,Qwen1.5-7B-Chat,0.7200,0.7000,-2.78%,0.0735,0.0947,+28.96%
conceptual_physics,Qwen,Qwen1.5-7B-Chat,0.5319,0.5362,+0.80%,0.0496,0.0469,-5.36%
econometrics,Qwen,Qwen1.5-7B-Chat,0.4386,0.4298,-2.00%,0.1242,0.0575,-53.71%
electrical_engineering,Qwen,Qwen1.5-7B-Chat,0.5448,0.5586,+2.53%,0.1367,0.1008,-26.31%
elementary_mathematics,Qwen,Qwen1.5-7B-Chat,0.4444,0.4471,+0.60%,0.2137,0.0767,-64.11%
formal_logic,Qwen,Qwen1.5-7B-Chat,0.4444,0.4683,+5.36%,0.1092,0.0665,-39.07%
global_facts,Qwen,Qwen1.5-7B-Chat,0.3700,0.3700,+0.00%,0.1828,0.0766,-58.07%
high_school_biology,Qwen,Qwen1.5-7B-Chat,0.6871,0.6774,-1.41%,0.0521,0.0484,-7.15%
high_school_chemistry,Qwen,Qwen1.5-7B-Chat,0.4926,0.4877,-1.00%,0.1314,0.0759,-42.20%
high_school_computer_science,Qwen,Qwen1.5-7B-Chat,0.6900,0.7200,+4.35%,0.0946,0.0668,-29.35%
high_school_european_history,Qwen,Qwen1.5-7B-Chat,0.7758,0.7697,-0.78%,0.0310,0.0456,+46.93%
high_school_geography,Qwen,Qwen1.5-7B-Chat,0.7525,0.7576,+0.67%,0.0924,0.0968,+4.69%
high_school_government_and_politics,Qwen,Qwen1.5-7B-Chat,0.7876,0.7824,-0.66%,0.0616,0.0700,+13.62%
high_school_macroeconomics,Qwen,Qwen1.5-7B-Chat,0.5667,0.5667,+0.00%,0.0671,0.0393,-41.42%
high_school_mathematics,Qwen,Qwen1.5-7B-Chat,0.3000,0.3519,+17.28%,0.1848,0.0673,-63.57%
high_school_microeconomics,Qwen,Qwen1.5-7B-Chat,0.6345,0.6387,+0.66%,0.0229,0.0426,+85.58%
high_school_physics,Qwen,Qwen1.5-7B-Chat,0.3444,0.4040,+17.31%,0.1869,0.1318,-29.46%
high_school_psychology,Qwen,Qwen1.5-7B-Chat,0.7890,0.7872,-0.23%,0.0288,0.0312,+8.40%
high_school_statistics,Qwen,Qwen1.5-7B-Chat,0.4630,0.4352,-6.00%,0.1403,0.0973,-30.67%
high_school_us_history,Qwen,Qwen1.5-7B-Chat,0.7353,0.7353,+0.00%,0.0903,0.0903,+0.00%
high_school_world_history,Qwen,Qwen1.5-7B-Chat,0.7511,0.7426,-1.12%,0.0456,0.0576,+26.34%
human_aging,Qwen,Qwen1.5-7B-Chat,0.6278,0.6323,+0.71%,0.0390,0.0412,+5.66%
human_sexuality,Qwen,Qwen1.5-7B-Chat,0.7176,0.7023,-2.13%,0.0759,0.0669,-11.91%
international_law,Qwen,Qwen1.5-7B-Chat,0.7025,0.7025,+0.00%,0.0974,0.0960,-1.52%
jurisprudence,Qwen,Qwen1.5-7B-Chat,0.7130,0.7222,+1.30%,0.0408,0.0372,-8.81%
logical_fallacies,Qwen,Qwen1.5-7B-Chat,0.6871,0.6994,+1.79%,0.0727,0.0681,-6.33%
machine_learning,Qwen,Qwen1.5-7B-Chat,0.3929,0.3839,-2.27%,0.0963,0.0881,-8.50%
management,Qwen,Qwen1.5-7B-Chat,0.7476,0.7476,+0.00%,0.0425,0.0425,+0.00%
marketing,Qwen,Qwen1.5-7B-Chat,0.8291,0.8291,+0.00%,0.0795,0.0795,+0.00%
medical_genetics,Qwen,Qwen1.5-7B-Chat,0.6200,0.6200,+0.00%,0.0807,0.0525,-34.96%
miscellaneous,Qwen,Qwen1.5-7B-Chat,0.7637,0.7637,+0.00%,0.0320,0.0270,-15.76%
moral_disputes,Qwen,Qwen1.5-7B-Chat,0.6214,0.6243,+0.47%,0.0545,0.0292,-46.41%
moral_scenarios,Qwen,Qwen1.5-7B-Chat,0.2961,0.3844,+29.81%,0.3675,0.0482,-86.90%
nutrition,Qwen,Qwen1.5-7B-Chat,0.6503,0.6536,+0.50%,0.0460,0.0357,-22.46%
philosophy,Qwen,Qwen1.5-7B-Chat,0.6334,0.6302,-0.51%,0.0625,0.0616,-1.43%
prehistory,Qwen,Qwen1.5-7B-Chat,0.6173,0.6173,+0.00%,0.0513,0.0542,+5.63%
professional_accounting,Qwen,Qwen1.5-7B-Chat,0.4326,0.4220,-2.46%,0.0972,0.0354,-63.53%
professional_law,Qwen,Qwen1.5-7B-Chat,0.4342,0.4329,-0.30%,0.0502,0.0423,-15.68%
professional_medicine,Qwen,Qwen1.5-7B-Chat,0.5846,0.5993,+2.52%,0.0357,0.0180,-49.59%
professional_psychology,Qwen,Qwen1.5-7B-Chat,0.5441,0.5408,-0.60%,0.0221,0.0227,+2.55%
public_relations,Qwen,Qwen1.5-7B-Chat,0.6182,0.6182,+0.00%,0.0843,0.0577,-31.60%
security_studies,Qwen,Qwen1.5-7B-Chat,0.6286,0.6286,+0.00%,0.0494,0.0387,-21.66%
sociology,Qwen,Qwen1.5-7B-Chat,0.7861,0.7861,+0.00%,0.0398,0.0398,+0.00%
us_foreign_policy,Qwen,Qwen1.5-7B-Chat,0.8000,0.8000,+0.00%,0.0584,0.0584,+0.00%
virology,Qwen,Qwen1.5-7B-Chat,0.4096,0.4217,+2.94%,0.0763,0.0895,+17.24%
world_religions,Qwen,Qwen1.5-7B-Chat,0.7427,0.7427,+0.00%,0.0399,0.0399,+0.00%
