Domain,Family,Model,Plain Acc,KFold Acc,Acc % Change,Plain RSTD,KFold RSTD,RSTD % Change
high_school_computer_science,Qwen,Qwen1.5-32B-Chat,0.8500,0.8600,+1.18%,0.0616,0.0889,+44.24%
high_school_european_history,Qwen,Qwen1.5-32B-Chat,0.8545,0.8485,-0.71%,0.0638,0.0764,+19.70%
high_school_geography,Qwen,Qwen1.5-32B-Chat,0.8636,0.8838,+2.34%,0.0456,0.0510,+11.74%
high_school_government_and_politics,Qwen,Qwen1.5-32B-Chat,0.9119,0.9119,+0.00%,0.0241,0.0376,+56.13%
high_school_macroeconomics,Qwen,Qwen1.5-32B-Chat,0.7256,0.7641,+5.30%,0.0750,0.0341,-54.49%
high_school_mathematics,Qwen,Qwen1.5-32B-Chat,0.3259,0.3185,-2.27%,0.0708,0.0477,-32.64%
high_school_microeconomics,Qwen,Qwen1.5-32B-Chat,0.7941,0.7941,+0.00%,0.0348,0.0620,+78.25%
high_school_physics,Qwen,Qwen1.5-32B-Chat,0.5629,0.5828,+3.53%,0.1327,0.0758,-42.86%
high_school_psychology,Qwen,Qwen1.5-32B-Chat,0.8587,0.8606,+0.21%,0.0261,0.0226,-13.26%
high_school_statistics,Qwen,Qwen1.5-32B-Chat,0.6343,0.6481,+2.19%,0.0818,0.1287,+57.27%
high_school_us_history,Qwen,Qwen1.5-32B-Chat,0.8824,0.8775,-0.56%,0.0539,0.0562,+4.15%
high_school_world_history,Qwen,Qwen1.5-32B-Chat,0.8608,0.8608,+0.00%,0.0504,0.0380,-24.60%
human_aging,Qwen,Qwen1.5-32B-Chat,0.7668,0.7623,-0.58%,0.0205,0.0324,+58.10%
human_sexuality,Qwen,Qwen1.5-32B-Chat,0.8015,0.8092,+0.95%,0.0403,0.0656,+63.04%
international_law,Qwen,Qwen1.5-32B-Chat,0.7851,0.7934,+1.05%,0.0745,0.0436,-41.45%
jurisprudence,Qwen,Qwen1.5-32B-Chat,0.8056,0.7870,-2.30%,0.1044,0.1337,+28.05%
logical_fallacies,Qwen,Qwen1.5-32B-Chat,0.8344,0.8528,+2.21%,0.0723,0.0758,+4.90%
machine_learning,Qwen,Qwen1.5-32B-Chat,0.4911,0.4911,+0.00%,0.1134,0.1244,+9.71%
management,Qwen,Qwen1.5-32B-Chat,0.7282,0.7864,+8.00%,0.0323,0.0157,-51.34%
marketing,Qwen,Qwen1.5-32B-Chat,0.8889,0.8718,-1.92%,0.0233,0.0223,-3.99%
medical_genetics,Qwen,Qwen1.5-32B-Chat,0.7700,0.7700,+0.00%,0.0885,0.1293,+46.13%
miscellaneous,Qwen,Qwen1.5-32B-Chat,0.8595,0.8672,+0.89%,0.0151,0.0146,-3.65%
moral_disputes,Qwen,Qwen1.5-32B-Chat,0.7283,0.7168,-1.59%,0.0260,0.0845,+224.87%
moral_scenarios,Qwen,Qwen1.5-32B-Chat,0.5754,0.6212,+7.96%,0.2205,0.2014,-8.64%
nutrition,Qwen,Qwen1.5-32B-Chat,0.7745,0.7614,-1.69%,0.0528,0.0461,-12.73%
philosophy,Qwen,Qwen1.5-32B-Chat,0.7588,0.7556,-0.42%,0.0542,0.0614,+13.15%
prehistory,Qwen,Qwen1.5-32B-Chat,0.7654,0.7747,+1.21%,0.0292,0.0423,+44.94%
professional_accounting,Qwen,Qwen1.5-32B-Chat,0.5851,0.5887,+0.61%,0.0760,0.1067,+40.43%
professional_law,Qwen,Qwen1.5-32B-Chat,0.5580,0.5600,+0.35%,0.0248,0.0742,+199.23%
professional_medicine,Qwen,Qwen1.5-32B-Chat,0.7868,0.7978,+1.40%,0.0428,0.0409,-4.48%
professional_psychology,Qwen,Qwen1.5-32B-Chat,0.7353,0.7288,-0.89%,0.0497,0.0357,-28.06%
public_relations,Qwen,Qwen1.5-32B-Chat,0.6636,0.6455,-2.74%,0.0905,0.0618,-31.74%
security_studies,Qwen,Qwen1.5-32B-Chat,0.7469,0.7551,+1.09%,0.1003,0.1055,+5.23%
sociology,Qwen,Qwen1.5-32B-Chat,0.8209,0.8358,+1.82%,0.0341,0.0493,+44.45%
us_foreign_policy,Qwen,Qwen1.5-32B-Chat,0.8700,0.8800,+1.15%,0.0874,0.0769,-12.08%
virology,Qwen,Qwen1.5-32B-Chat,0.5301,0.5301,+0.00%,0.0724,0.0818,+13.00%
world_religions,Qwen,Qwen1.5-32B-Chat,0.8363,0.8246,-1.40%,0.0682,0.0739,+8.29%
abstract_algebra,Qwen,Qwen1.5-7B,0.1600,0.2600,+62.50%,0.1592,0.1270,-20.20%
anatomy,Qwen,Qwen1.5-7B,0.4148,0.4741,+14.29%,0.1829,0.1236,-32.41%
astronomy,Qwen,Qwen1.5-7B,0.5592,0.5987,+7.06%,0.1692,0.1776,+4.91%
business_ethics,Qwen,Qwen1.5-7B,0.6200,0.6100,-1.61%,0.1091,0.0902,-17.33%
clinical_knowledge,Qwen,Qwen1.5-7B,0.5887,0.6377,+8.33%,0.1666,0.0853,-48.82%
college_biology,Qwen,Qwen1.5-7B,0.5833,0.6181,+5.95%,0.1311,0.1630,+24.35%
college_chemistry,Qwen,Qwen1.5-7B,0.3900,0.3500,-10.26%,0.2044,0.0582,-71.52%
college_computer_science,Qwen,Qwen1.5-7B,0.3400,0.4000,+17.65%,0.3083,0.1022,-66.84%
college_mathematics,Qwen,Qwen1.5-7B,0.1900,0.2500,+31.58%,0.2734,0.1169,-57.25%
college_medicine,Qwen,Qwen1.5-7B,0.5549,0.5434,-2.08%,0.1834,0.0869,-52.64%
college_physics,Qwen,Qwen1.5-7B,0.3627,0.3333,-8.11%,0.3066,0.0358,-88.33%
computer_security,Qwen,Qwen1.5-7B,0.6300,0.5900,-6.35%,0.1350,0.1286,-4.74%
conceptual_physics,Qwen,Qwen1.5-7B,0.4383,0.5191,+18.45%,0.2400,0.0874,-63.61%
econometrics,Qwen,Qwen1.5-7B,0.4298,0.4474,+4.08%,0.1657,0.1103,-33.42%
electrical_engineering,Qwen,Qwen1.5-7B,0.3931,0.4276,+8.77%,0.1034,0.0988,-4.42%
elementary_mathematics,Qwen,Qwen1.5-7B,0.2884,0.3651,+26.61%,0.2582,0.0522,-79.77%
formal_logic,Qwen,Qwen1.5-7B,0.3730,0.3571,-4.26%,0.1908,0.0631,-66.94%
global_facts,Qwen,Qwen1.5-7B,0.3200,0.3500,+9.37%,0.1510,0.0870,-42.41%
high_school_biology,Qwen,Qwen1.5-7B,0.6548,0.6871,+4.93%,0.0829,0.0781,-5.73%
high_school_chemistry,Qwen,Qwen1.5-7B,0.4187,0.4729,+12.94%,0.1512,0.0641,-57.58%
high_school_computer_science,Qwen,Qwen1.5-7B,0.5400,0.5000,-7.41%,0.1895,0.1031,-45.59%
high_school_european_history,Qwen,Qwen1.5-7B,0.6364,0.6424,+0.95%,0.1003,0.0847,-15.57%
high_school_geography,Qwen,Qwen1.5-7B,0.7020,0.6919,-1.44%,0.1384,0.1488,+7.54%
high_school_government_and_politics,Qwen,Qwen1.5-7B,0.7461,0.7720,+3.47%,0.0916,0.0758,-17.24%
high_school_macroeconomics,Qwen,Qwen1.5-7B,0.5256,0.5256,+0.00%,0.1011,0.0870,-13.99%
high_school_mathematics,Qwen,Qwen1.5-7B,0.2481,0.2370,-4.48%,0.4142,0.0695,-83.22%
high_school_microeconomics,Qwen,Qwen1.5-7B,0.5042,0.5546,+10.00%,0.1646,0.1138,-30.89%
high_school_physics,Qwen,Qwen1.5-7B,0.2715,0.3377,+24.39%,0.2481,0.0847,-65.87%
high_school_psychology,Qwen,Qwen1.5-7B,0.7046,0.7431,+5.47%,0.0884,0.0916,+3.66%
high_school_statistics,Qwen,Qwen1.5-7B,0.3611,0.4074,+12.82%,0.2607,0.0487,-81.31%
high_school_us_history,Qwen,Qwen1.5-7B,0.7255,0.7304,+0.68%,0.1255,0.1358,+8.21%
high_school_world_history,Qwen,Qwen1.5-7B,0.7511,0.7257,-3.37%,0.0877,0.1148,+30.93%
human_aging,Qwen,Qwen1.5-7B,0.5202,0.5919,+13.79%,0.1849,0.1050,-43.18%
human_sexuality,Qwen,Qwen1.5-7B,0.6107,0.6260,+2.50%,0.1658,0.1553,-6.36%
international_law,Qwen,Qwen1.5-7B,0.5950,0.6198,+4.17%,0.0064,0.0677,+953.13%
jurisprudence,Qwen,Qwen1.5-7B,0.5926,0.5833,-1.56%,0.1289,0.1529,+18.59%
logical_fallacies,Qwen,Qwen1.5-7B,0.5828,0.6012,+3.16%,0.2080,0.1245,-40.15%
machine_learning,Qwen,Qwen1.5-7B,0.3750,0.3750,+0.00%,0.0832,0.0711,-14.57%
management,Qwen,Qwen1.5-7B,0.6505,0.6699,+2.99%,0.1014,0.0860,-15.20%
marketing,Qwen,Qwen1.5-7B,0.7821,0.7521,-3.83%,0.0712,0.1373,+92.74%
medical_genetics,Qwen,Qwen1.5-7B,0.5900,0.6100,+3.39%,0.1227,0.1017,-17.17%
miscellaneous,Qwen,Qwen1.5-7B,0.7152,0.7331,+2.50%,0.0901,0.0707,-21.60%
moral_disputes,Qwen,Qwen1.5-7B,0.5058,0.5231,+3.43%,0.1364,0.0915,-32.89%
moral_scenarios,Qwen,Qwen1.5-7B,0.2447,0.2436,-0.46%,0.4135,0.0672,-83.75%
nutrition,Qwen,Qwen1.5-7B,0.6209,0.6144,-1.05%,0.1167,0.1169,+0.16%
philosophy,Qwen,Qwen1.5-7B,0.5595,0.6206,+10.92%,0.2071,0.1112,-46.29%
prehistory,Qwen,Qwen1.5-7B,0.5741,0.5802,+1.08%,0.1281,0.1235,-3.60%
professional_accounting,Qwen,Qwen1.5-7B,0.3582,0.3582,+0.00%,0.1753,0.0272,-84.47%
professional_law,Qwen,Qwen1.5-7B,0.4140,0.4126,-0.31%,0.0970,0.0599,-38.19%
professional_medicine,Qwen,Qwen1.5-7B,0.5404,0.5846,+8.16%,0.1969,0.0624,-68.32%
professional_psychology,Qwen,Qwen1.5-7B,0.4657,0.4984,+7.02%,0.1213,0.0478,-60.56%
public_relations,Qwen,Qwen1.5-7B,0.5636,0.5727,+1.61%,0.1135,0.1031,-9.09%
security_studies,Qwen,Qwen1.5-7B,0.6612,0.6653,+0.62%,0.1461,0.1108,-24.19%
sociology,Qwen,Qwen1.5-7B,0.7960,0.7711,-3.12%,0.1233,0.0916,-25.70%
us_foreign_policy,Qwen,Qwen1.5-7B,0.7200,0.7500,+4.17%,0.0295,0.0650,+119.82%
virology,Qwen,Qwen1.5-7B,0.4578,0.4217,-7.89%,0.1393,0.1330,-4.53%
world_religions,Qwen,Qwen1.5-7B,0.7076,0.6784,-4.13%,0.0430,0.0546,+27.02%
abstract_algebra,Qwen,Qwen1.5-7B-Chat,0.2500,0.3400,+36.00%,0.4209,0.0957,-77.26%
anatomy,Qwen,Qwen1.5-7B-Chat,0.4815,0.4667,-3.08%,0.1129,0.0399,-64.62%
astronomy,Qwen,Qwen1.5-7B-Chat,0.5329,0.5724,+7.41%,0.1473,0.0673,-54.29%
business_ethics,Qwen,Qwen1.5-7B-Chat,0.5900,0.5700,-3.39%,0.0714,0.0680,-4.81%
clinical_knowledge,Qwen,Qwen1.5-7B-Chat,0.5925,0.6491,+9.55%,0.1816,0.0257,-85.87%
college_biology,Qwen,Qwen1.5-7B-Chat,0.5972,0.6736,+12.79%,0.1186,0.0802,-32.40%
college_chemistry,Qwen,Qwen1.5-7B-Chat,0.2600,0.3800,+46.15%,0.2921,0.0858,-70.62%
college_computer_science,Qwen,Qwen1.5-7B-Chat,0.3200,0.3900,+21.88%,0.3147,0.1219,-61.25%
college_mathematics,Qwen,Qwen1.5-7B-Chat,0.2200,0.2900,+31.82%,0.4286,0.1132,-73.58%
college_medicine,Qwen,Qwen1.5-7B-Chat,0.5491,0.5549,+1.05%,0.1246,0.0725,-41.83%
college_physics,Qwen,Qwen1.5-7B-Chat,0.2549,0.4216,+65.38%,0.4125,0.1038,-74.84%
computer_security,Qwen,Qwen1.5-7B-Chat,0.6700,0.6800,+1.49%,0.1168,0.0745,-36.24%
conceptual_physics,Qwen,Qwen1.5-7B-Chat,0.3787,0.4851,+28.09%,0.3022,0.0894,-70.43%
econometrics,Qwen,Qwen1.5-7B-Chat,0.3596,0.4474,+24.39%,0.1485,0.0870,-41.38%
electrical_engineering,Qwen,Qwen1.5-7B-Chat,0.3862,0.4621,+19.64%,0.2101,0.0867,-58.75%
elementary_mathematics,Qwen,Qwen1.5-7B-Chat,0.2540,0.3677,+44.79%,0.3885,0.0716,-81.58%
formal_logic,Qwen,Qwen1.5-7B-Chat,0.4841,0.4048,-16.39%,0.0785,0.0449,-42.84%
global_facts,Qwen,Qwen1.5-7B-Chat,0.2800,0.4000,+42.86%,0.1651,0.1218,-26.19%
high_school_biology,Qwen,Qwen1.5-7B-Chat,0.6516,0.7065,+8.42%,0.1190,0.0160,-86.57%
high_school_chemistry,Qwen,Qwen1.5-7B-Chat,0.2906,0.5025,+72.88%,0.3130,0.1063,-66.03%
high_school_computer_science,Qwen,Qwen1.5-7B-Chat,0.6200,0.6400,+3.23%,0.1558,0.0811,-47.98%
high_school_european_history,Qwen,Qwen1.5-7B-Chat,0.7455,0.7818,+4.88%,0.0946,0.0435,-53.98%
high_school_geography,Qwen,Qwen1.5-7B-Chat,0.6869,0.7626,+11.03%,0.1464,0.1228,-16.13%
high_school_government_and_politics,Qwen,Qwen1.5-7B-Chat,0.7617,0.7927,+4.08%,0.0470,0.1092,+132.46%
high_school_macroeconomics,Qwen,Qwen1.5-7B-Chat,0.5282,0.5667,+7.28%,0.1673,0.0720,-56.95%
high_school_mathematics,Qwen,Qwen1.5-7B-Chat,0.2185,0.2259,+3.39%,0.4290,0.0234,-94.53%
high_school_microeconomics,Qwen,Qwen1.5-7B-Chat,0.5840,0.6176,+5.76%,0.1770,0.0677,-61.75%
high_school_physics,Qwen,Qwen1.5-7B-Chat,0.2252,0.3311,+47.06%,0.3347,0.1163,-65.26%
high_school_psychology,Qwen,Qwen1.5-7B-Chat,0.7431,0.7798,+4.94%,0.0380,0.0672,+76.99%
high_school_statistics,Qwen,Qwen1.5-7B-Chat,0.3519,0.4444,+26.32%,0.2139,0.0635,-70.32%
high_school_us_history,Qwen,Qwen1.5-7B-Chat,0.7402,0.7402,+0.00%,0.1067,0.0817,-23.38%
high_school_world_history,Qwen,Qwen1.5-7B-Chat,0.7384,0.7553,+2.29%,0.0870,0.0779,-10.48%
human_aging,Qwen,Qwen1.5-7B-Chat,0.5919,0.6233,+5.30%,0.1118,0.0418,-62.59%
human_sexuality,Qwen,Qwen1.5-7B-Chat,0.6565,0.6641,+1.16%,0.0640,0.0976,+52.39%
international_law,Qwen,Qwen1.5-7B-Chat,0.6198,0.6694,+8.00%,0.0923,0.0928,+0.53%
jurisprudence,Qwen,Qwen1.5-7B-Chat,0.6852,0.6667,-2.70%,0.1572,0.1198,-23.75%
logical_fallacies,Qwen,Qwen1.5-7B-Chat,0.6442,0.6564,+1.90%,0.1514,0.0760,-49.81%
machine_learning,Qwen,Qwen1.5-7B-Chat,0.3482,0.3393,-2.56%,0.1078,0.0812,-24.71%
management,Qwen,Qwen1.5-7B-Chat,0.6019,0.7087,+17.74%,0.0992,0.0615,-38.00%
marketing,Qwen,Qwen1.5-7B-Chat,0.8120,0.8162,+0.53%,0.0750,0.0803,+6.99%
medical_genetics,Qwen,Qwen1.5-7B-Chat,0.6200,0.6000,-3.23%,0.1595,0.0687,-56.89%
miscellaneous,Qwen,Qwen1.5-7B-Chat,0.7063,0.7522,+6.51%,0.1194,0.0491,-58.83%
moral_disputes,Qwen,Qwen1.5-7B-Chat,0.6012,0.6098,+1.44%,0.0383,0.0386,+0.86%
moral_scenarios,Qwen,Qwen1.5-7B-Chat,0.3441,0.3676,+6.82%,0.3536,0.0923,-73.89%
nutrition,Qwen,Qwen1.5-7B-Chat,0.6373,0.6569,+3.08%,0.1233,0.0671,-45.54%
philosophy,Qwen,Qwen1.5-7B-Chat,0.5981,0.6238,+4.30%,0.0694,0.0769,+10.84%
prehistory,Qwen,Qwen1.5-7B-Chat,0.5772,0.6265,+8.56%,0.0941,0.0970,+3.06%
professional_accounting,Qwen,Qwen1.5-7B-Chat,0.3759,0.3794,+0.94%,0.1755,0.0380,-78.37%
professional_law,Qwen,Qwen1.5-7B-Chat,0.4348,0.4433,+1.95%,0.0503,0.0655,+30.33%
professional_medicine,Qwen,Qwen1.5-7B-Chat,0.5772,0.6250,+8.28%,0.0710,0.0338,-52.36%
professional_psychology,Qwen,Qwen1.5-7B-Chat,0.5458,0.5441,-0.30%,0.0805,0.0379,-52.90%
public_relations,Qwen,Qwen1.5-7B-Chat,0.6000,0.6000,+0.00%,0.0729,0.0956,+31.12%
security_studies,Qwen,Qwen1.5-7B-Chat,0.6408,0.6408,+0.00%,0.1478,0.0693,-53.13%
sociology,Qwen,Qwen1.5-7B-Chat,0.7811,0.7910,+1.27%,0.0633,0.0562,-11.19%
us_foreign_policy,Qwen,Qwen1.5-7B-Chat,0.7400,0.7700,+4.05%,0.0465,0.0905,+94.71%
virology,Qwen,Qwen1.5-7B-Chat,0.4157,0.4036,-2.90%,0.1089,0.1234,+13.29%
world_religions,Qwen,Qwen1.5-7B-Chat,0.7135,0.7135,+0.00%,0.0839,0.0623,-25.72%
